day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI
19382,70460020,1674690477,27188296.306288105,66723.647834858244774365694645,13.344729566971648954873138929,6847.762153986123,10027.81298750656,1606.748501,1614.077242,16816.21082282765,1616.7908807006968,4.912595322056608e-07,1.335815032064245e-21,4.517413785828061e-18
19383,70665746,1674777280,27423360.96613837,19661.905692275788914104330139,3.9323811384551577828208660278,6882.849556411985,10243.801442411657,1602.057772,1600.64,17066.31869282729,1606.8703192366836,1.433109151675054e-07,1.4532012862061502e-21,4.557238767202718e-18
19384,70856291,1674863993,27115321.718322285,236147.0820440329040918436770415,47.2294164088065808183687354083,6966.359102159978,9989.866672222919,1600.252966,1598.358159,16896.58007157719,1604.7816542434339,1.7408492131149905e-06,1.5814246310999118e-21,4.743423729306032e-18
19385,71006599,1674949496,27747463.36919205,1889.621795325675015306590026,0.3779243590651350030613180052,6966.956660371903,10687.81040930005,1574.139225,1570.06,17592.363261803584,1577.2447940202069,1.3598886968136442e-08,1.456979745766586e-21,4.404193452570052e-18
19386,71165626,1675035999,29104964.426545143,1997.5892151577237734492679395,0.3995178430315447546898535879,6953.350069896826,10755.813151326896,1643.632698,1643.41,17646.52589083575,1649.3311265114244,1.3726326118952446e-08,1.4225465224567674e-21,4.656588723316124e-18
19387,71369332,1675123081,29301452.699147485,17207.8000198227005235058592525,3.4415600039645401047011718505,6964.8551045993545,11749.686775780054,1565.633807,1565.747278,18647.855658446348,1571.304134686162,1.1750162919582402e-07,1.2849753024151037e-21,4.11084301071786e-18
19388,71535839,1675209034,29732428.44002325,71602.2130594417082354109674045,14.3204426118883416470821934809,6993.299378260724,11749.519247690465,1587.230064,1585.8056,18676.035560592456,1592.0096287865526,4.81391225879602e-07,1.2915092843465734e-21,4.1152026554916764e-18
19389,71749203,1675295940,30956153.502904736,2516.8572813215209415907691675,0.5033714562643041883181538335,6992.372389422176,11863.34163752017,1640.701285,1642.35,18788.467276996613,1647.6146269156002,1.6272229881160886e-08,1.3615551573763307e-21,4.972259140173239e-18
19390,71985433,1675382118,30546304.044003684,20517.044588311093570267905049,4.1034089176622187140535810098,7008.945072275732,11546.066806369457,1648.210366,1645.07,18488.932436183186,1652.1399572115909,1.3389982169409346e-07,1.2139383714353186e-21,4.87304919959104e-18
19391,72169805,1675468467,29692727.12086954,170928.059121263797227965304011,34.1856118242527594455930608022,6962.227895942688,10887.1843095396,1660.718117,1665.3001,17785.987855677857,1669.4449227002408,1.1538706707737629e-06,1.3266485852989723e-21,5.4344966850454676e-18
19392,72320431,1675554595,29231158.746623427,335270.4564354047713536832869185,67.0540912870809542707366573837,6958.957137373865,10601.629571149377,1667.96545,1662.372615,17498.228280974643,1670.5210537460919,2.28946681265633e-06,1.3423575977423004e-21,5.376817124654256e-18
19393,72478064,1675641214,28660730.90427588,4662.7201468106592138194142205,0.9325440293621318427638828441,6964.298517595582,10613.00711544799,1632.371387,1629.36,17514.879135585554,1636.3647549268514,3.2499588098410446e-08,1.2813082363870162e-21,5.31908455110344e-18
19394,72653946,1675727610,27442626.75402029,426465.8286204842595000974697495,85.2931657240968519000194939499,7065.096507199185,9904.610137298183,1621.266881,1614.22,16909.641092171507,1622.8982392018443,3.1002582527738133e-06,1.3524114220913626e-21,5.5023353389745296e-18
19395,72830281,1675812919,26625860.737005893,1695520.6398329225083802662851505,339.1041279665845016760532570301,6207.755162521784,9720.638958408492,1668.112023,1673.823067,15871.452045422448,1677.5945049517488,1.2744731992461487e-05,1.4192525730589165e-21,5.786290743160916e-18
19396,73027619,1675898599,25962959.35715354,211750.1954125647670937321015465,42.3500390825129534187464203093,6217.400867448498,9558.344557325196,1648.156649,1644.187305,15719.383537636902,1651.6525151886813,1.6277729929271017e-06,1.5162428055389615e-21,5.493673666697408e-18
19397,73293275,1675987012,24359240.590103224,1276873.515483126447593462108683,255.3747030966252895186924217366,7022.702001639764,8724.65520021421,1547.384904,1546.47,15691.476440080327,1552.3867803722442,1.0489761603453393e-05,1.3347973154829532e-21,4.972815551105744e-18
19398,73573859,1676073253,23897787.651301384,586688.661472835695563488413701,117.3377322945671391126976827402,7401.462413606248,8364.705201293027,1513.357819,1517.8929,15710.264534493705,1521.1575590488005,4.9188190779998045e-06,1.3729334176085099e-21,5.277391874312879e-18
