day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI
19400,16616102,1676246243,8355381.216881029,504470.2005796033661258598567465,115.5643507056851493173594909691238,2148.0072475036054,2943.327864475527,1803.758403,1522.390743,0.0,0.0,0.0,
19401,16622184,1676319671,7975682.592284657,642626.3778252234216422734662495,126.3182569405637661969172454436855,2262.267329545996,2827.6259057556895,1622.677851,1522.390743,0.0,0.0,0.0,0.0
19402,16630054,1676414759,7971909.72928968,947570.1001490400929421444704925,167.6694075717977939160856496426253,2578.3418157280707,2488.2518433709474,1622.677851,1522.390743,0.0,0.0,0.0,0.0
19403,16637366,1676503103,7971726.518863902,58871.791625549756629537095057,10.24045682334773547995945008021564,2594.5055834968584,2470.9029475672,1622.677851,1522.390743,0.0,0.0,0.0,0.0
19404,16644190,1676585471,7963244.00697457,299290.7507891004844060265068905,45.9343330255277763409204170860972,2430.0959959860797,2640.5711391560753,1622.677851,1522.390743,2533.0403699787435,3143.749346182507,5.769839995022603e-06,0.0
19405,16651563,1676675147,7962713.363619972,1838827.2046857827643268712080695,305.37579720326026824841881815883,2504.3956216213364,2561.028485098752,1622.677851,1522.390743,2533.0403699787435,3143.539857474436,3.835844285005895e-05,0.0
19406,16657766,1676750651,7961759.338555263,357529.174861205301785253576036,58.0088019102703500687951689553892,2586.909505633295,2472.45235727419,1622.677851,1522.390743,2533.0403699787435,3143.1632250780417,7.2865215031904945e-06,0.0
19407,16666036,1676850971,7945952.567180013,101187.725707481462769601888722,17.28361476174498189975129237629188,2592.682422480471,2455.916290042713,1622.677851,1522.390743,2528.040369978743,3143.127246518942,2.1750377402721115e-06,0.0
19408,16671324,1676915111,8363009.491817113,1523354.426596151620235137297403,241.4329363976204858139927088001962,2384.4917544094797,2687.3057056994053,1622.677851,1672.213,2528.040369978743,3308.0996613544717,3.0382865832663546e-05,0.0
19409,16679068,1677009095,8789122.697365865,162762.7053525700602338342665405,28.79636989121574609777334310361869,2289.4637571495077,2789.378838254716,1801.595299,1672.213,2528.040369978743,3476.6544085843725,3.623847913739673e-06,0.0
19410,16686605,1677100823,8790778.712375747,651103.8946780420282752322079265,104.5461886516607076540761299506037,2586.8797222265575,2469.941547957081,1801.595299,1672.213,2528.040369978743,3477.309467352242,1.3156501637740284e-05,0.0
19411,16694478,1677196367,9970523.80178285,2644929.913698183854916595699266,443.1878327113866719340280713398941,2966.851786437736,2766.069615836543,1801.595299,1672.213,2871.0475769895525,3472.782506877674,4.445257673483756e-05,0.0
19412,16701218,1677278579,11388202.45830925,2954200.3321149798477801741209635,538.3002580778572920059130309818631,3379.3885622693624,3169.4000172408646,1801.595299,1672.213,3279.321175259922,3472.7316568516994,4.726597218415459e-05,0.0
19413,16707392,1677353615,10849767.395223066,742540.910276421551711104664167,116.4335876290543587684947421922619,3086.5062038289702,3162.953719454674,1801.595299,1672.213,3124.5445936195383,3472.431604074009,1.073143629607375e-05,0.0
19414,16715298,1677449555,10246734.072664762,319924.8692096167464529490723775,52.1004248414691076193236331728148,2953.3295673989182,2945.8145628823404,1801.595299,1672.213,2950.800039431155,3472.5274284055154,5.084038591936765e-06,0.0
19415,16722917,1677541859,10110750.551650029,767921.057235259286593855668025,129.8610605981253587433104910275421,3062.3530629609168,2747.0362146098546,1801.595299,1672.213,2899.0892893430478,3487.5609346758647,1.2900516545774162e-05,0.0
19416,16730033,1677628343,10101610.917765155,470309.0023094026555314057040525,77.24000376259088379980669402617194,2803.6205056671447,3086.120517778281,1801.595299,1636.56,2815.400526704451,3587.9836001840677,7.983183637704972e-06,0.0
19417,16736423,1677705911,10160675.18468982,744579.597782077700561680963018,132.2065381620169352787976392649748,3086.550731798376,2810.749313289373,1801.595299,1636.56,2815.400526704451,3608.962592822746,1.3664280435519606e-05,0.0
19418,16743847,1677796271,10097489.357839275,128284.525788045323662927557503,25.1587554349026354774860723839676,3126.3895354857423,2808.216338202896,1759.753468,1636.56,2815.400526704451,3586.5196664074033,2.6002971899156034e-06,0.0
19419,16750039,1677871535,10096613.19567271,143550.260677312726543109047866,25.94942209804513619446822580734184,3044.566516307811,2895.6632876542026,1759.753468,1636.56,2815.400526704451,3586.208463025059,2.6820169835536133e-06,0.0
19420,16757879,1677966923,10095974.079650905,165586.69452457847814889845831,27.43719821132908711008335437246101,2980.3373001245177,2964.336889540884,1759.753468,1636.56,2815.400526704451,3585.9814558849585,2.835786912936878e-06,0.0
19421,16761367,1678009211,10108091.390674502,132345.445166756131732422214848,21.70830473596962527773407850527829,3037.6310241828946,2910.1344658089297,1759.753468,1636.56,2815.400526704451,3590.2853944928625,2.2436739348586092e-06,0.0
19422,16770344,1678118243,10105477.372123642,454442.427762601441787220876682,71.56169096575062963349765014266876,2780.557903423678,3184.9617237369944,1759.753468,1636.56,2815.400526704451,3589.3569232057166,7.39629845384561e-06,0.0
19423,16778853,1678221611,10105090.664505163,71141.341456964281958894566104,11.83356090913498281680639632899668,2740.642324684743,3227.6456891856114,1759.753468,1636.56,2977.03551333742,3394.3466979931327,1.171049454380572e-06,0.0
19424,16785804,1678306055,9766554.001835108,170982.085411245051343915345434,26.73542296281985549831204455204171,2838.3500038760226,2915.7242869900656,1759.753468,1636.56,2876.7247431138985,3395.0255495294077,2.7374468986498563e-06,0.0
19425,16793356,1678397831,9496199.109013835,719534.474620955734205068042306,119.6783707455582842104156856363261,3008.0996298321047,2734.509791509199,1759.753468,1536.90631,2876.7247431138985,3301.04544473543,1.2253899453489028e-05,0.0
19426,16799926,1678478039,8661629.856230315,885792.31499807134640918287358,156.6880013102428234266809140741247,3013.0615431165825,2662.7720457358973,1516.46378,1536.90631,2844.450153136403,3045.098134934676,1.6708001191024628e-05,0.0
19427,16807695,1678572419,8048255.856653826,75167.979665143955763386722675,17.07489566375060189847619319898584,2836.706504600357,2437.6848240911845,1516.46378,1536.90631,2642.002625131355,3046.2709537442956,2.122381837744465e-06,0.0
19428,16815150,1678662983,8053573.481356591,81970.99909761795831866824046,17.45682062772849258189016755664849,2793.3636376521877,2483.9111373600927,1516.46378,1536.90631,2642.002625131355,3048.283678732599,2.169854491334305e-06,0.0
19429,16821248,1678736939,9191730.492996614,2940960.942400910239017077944512,511.4653052363827221039331761349614,2491.889288276646,2805.958031666744,1795.480582,1681.27663,2642.002625131355,3479.076971976748,6.357430791068657e-05,0.0
19430,16828089,1678819919,9571753.695817627,587348.790934054763365266856172,108.2991007957112702854443112254731,2272.3995783328514,3040.165335236764,1873.241963,1748.26,2642.002625131355,3622.9160428414557,1.346140258185252e-05,0.0
19431,16836708,1678924775,8331122.854919581,1102979.4733855811186315744184095,189.0545177836094524007782906444186,2255.507905975095,2645.5065007259354,1753.780765,1653.920137,2444.7458146542867,3407.7664863893797,2.2332456692324615e-05,0.0
19432,16843376,1679005751,8495823.255597936,2478525.146290474729966033323217,421.7769824846300833021393238491218,2276.05593176947,2631.834875934384,1792.072577,1678.2838,2448.611196478346,3469.6497622067736,5.05610996933248e-05,0.0
19433,16849520,1679080295,8414660.626478184,2391733.9002609149136881880397245,422.8059300714069135883597476341554,2094.70560053973,2622.3118794265947,1837.436814,1741.124493,2350.1045334268388,3580.5473785492536,5.017710873461044e-05,0.0
19434,16857934,1679182391,8867887.422166334,2501827.8837608221352688335990405,529.4280639271220466351425309502639,2120.8613025627424,2696.071164774307,1925.660874,1774.37,2399.0243923826542,3696.4557135490227,5.849218475648685e-05,0.0
19435,16864715,1679264771,9453085.222671058,407683.8013874059564237204214135,69.39166554675519024808563134883467,2271.6572041596855,2774.427055215196,1964.559839,1798.67,2399.0243923826542,3940.3872893857815,7.666518642048919e-06,0.0
19436,16868772,1679313935,9302783.869968023,783961.7760071483517840741676265,126.4130613638360000967297038719933,2602.511959761333,2476.4559431829994,1876.804328,1784.153751,2399.0243923826542,3877.736257916377,1.3966347167316848e-05,0.0
19437,16877877,1679424407,9328705.742822804,73747.259946483344497057086714,13.65389550521186914084578464073214,2629.522662652098,2453.4805915440356,1877.930692,1789.557433,2399.0243923826542,3888.5414306095295,1.5085074497421333e-06,0.0
19438,16885828,1679520791,9314377.653165944,2074974.913678172657208004828282,359.0055280746741198970754006002214,2506.069618823356,2591.022773806037,1919.892836,1737.920867,2547.3576187799067,3656.4860718799264,3.788626585733866e-05,0.0
19439,16892200,1679598311,10287476.767768303,572335.875275189557699656329209,116.4557586269808418194807679128267,2847.887533262291,2611.7446811864525,1956.717687,1805.29318,2547.3576187799067,4038.489410330865,1.2289710009819496e-05,0.0
19440,16897965,1679668235,10147850.002536004,68200.8760906441078872744571615,12.50132074368964872083212602212985,2827.38758760838,2648.82168348514,1922.774692,1778.685494,2547.3576187799067,3983.677017990298,1.3192787414815872e-06,0.0
19441,16907248,1679780879,9166174.619738378,363387.1826753436824647440613785,75.31332753739437399747071554822915,2631.6844345495815,2453.147014735021,1868.191283,1732.34,2545.6412202569927,3600.7331067702526,8.242647099610563e-06,0.0
19442,16913477,1679856467,8861132.250565624,607661.9519243388870033460147985,97.87177417395291821867451791352048,2331.0705433975277,2505.044147094778,1901.17071,1768.1801,2415.356412506455,3668.664469013201,1.1107939497666994e-05,0.0
19443,16920151,1679937419,7946641.707820297,956523.0593372670127452620031805,174.0910860567516077849531002685962,2113.8605136864758,2366.5538971498736,1837.436814,1716.655,2236.132520474437,3553.7436332862194,2.1331736671452236e-05,0.0
19444,16928305,1680036539,7548274.36977741,200386.42454769015417497655344,30.22142702709402151459777183485878,2014.9731176633031,2162.0448298099323,1837.436814,1778.82,2086.1325256390687,3618.310091524536,4.0577319579852746e-06,0.0
19445,16936183,1680132251,7629866.217631096,1370884.3625837623880945052124745,248.8583307580994450388316265456573,1966.0635528631174,2146.5041361817475,1925.275799,1791.1224,2053.3887033226233,3715.7437387695177,3.249658620364783e-05,0.0
19446,16942604,1680210167,11071342.417291801,3189371.069793452008073645820321,588.0906982655032679488604357591385,2701.426149469299,3273.6604823116145,1927.009241,1791.77691,2053.3887033226233,5391.742147688391,7.679445575934926e-05,0.0
19447,16950574,1680306863,11268704.532268826,207586.5523923590212405803572425,33.02523906244096610501075814605784,2846.5463432855763,3182.267992387872,1915.290848,1827.86,2053.3887033226233,5487.857468990037,4.3125240164529285e-06,0.0
19448,16957684,1680393203,11345039.813740555,401119.343496501658646855396205,62.2039149599866332716520991728569,3052.933344228768,2961.7343800996505,1946.56967,1824.03,2053.3887033226233,5525.032739969278,8.122753530266514e-06,0.0
19449,16964710,1680478739,11720541.029369166,899373.1115034554464728535366775,157.4018702603779590465179198803239,2847.427248294022,3443.504816388063,1947.348415,1793.407711,3135.3875147263707,3738.1475094608945,1.3429573759945262e-05,0.0
19450,16967771,1680515999,11691376.762740266,112773.947114458923952299894707,21.74341609600081323347383755560698,2796.5845935744205,3517.125838651365,1901.741119,1811.99,3135.3875147263707,3728.845862856792,1.8551546418818442e-06,0.0
19451,16975538,1680611435,12043746.07260568,22491.469665766840694773702528,4.452108926813073127833904579321858,2794.443177191364,3530.7999962988097,1953.980335,1864.58,3150.1366244443448,3823.2456266020167,3.728547692653171e-07,0.0
19452,16983130,1680704411,12576659.187514327,1378957.3030182556108221809766965,293.060950495202169841010555552167,3490.056093325883,2886.3528163559395,2037.383527,1893.76585,3198.276557547154,3932.3238504301557,2.3301971225088373e-05,0.0
19453,16991252,1680804851,13292313.545870043,372530.4476080604961110109465515,91.61496156362724644610600655846159,3689.907773474312,3113.0034162030906,2020.342032,1875.178725,3198.276557547154,4156.0863504762965,7.284522876677728e-06,0.0
19454,16997171,1680877319,13075594.248531945,1854.0096797063483845315013725,0.4512704983642404773485095362448626,3688.9712180611164,3114.0034162030906,1978.952877,1854.62033,3198.276557547154,4088.325075477518,3.588158760096213e-08,0.0
19455,17004290,1680964355,13350058.335932316,18915.868647354724126597491905,4.545766978117334645638490877050832,3723.494216457665,3161.633968998287,1998.840685,1868.46,3198.276557547154,4174.141321340529,3.614447136032926e-07,0.0
19456,17013291,1681074623,13110965.656002853,358809.474155317016388111509896,89.78756228895893122558580383480822,3720.76699126212,3124.6611989536705,1964.363403,1856.85,3432.585545873293,3819.559769388721,6.8125739505083015e-06,0.0
19457,17017005,1681120031,12659571.27876932,56531.1468702632913771428007,13.91334411164483479981790725124274,3567.551410904059,2998.9376606516503,1985.891,1858.92595,3292.661563109472,3844.783630545398,1.1052071736345049e-06,0.0
19458,17027502,1681248599,12781744.679774687,98124.07332760905591321413482,22.57214938257660174346047043889637,3535.480897546141,3039.085121017849,1985.891,1895.52604,3292.661563109472,3881.8883856693924,1.7930197960886988e-06,0.0
19459,17033671,1681323839,12967988.821303234,81875.554261295808353413220347,20.00366616545577742239817156151224,3566.0742716028367,3006.3855018752033,2020.746121,1916.54,3295.4861878713778,3935.0760652647505,1.5533750135707095e-06,0.0
19460,17040939,1681420223,12010575.052824423,74626.1533383384615443990930875,16.28029120791337902184067868315592,3071.3744357989412,2704.9752863597614,2141.83706,2008.222215,2894.2518135941027,4149.803067035002,1.3686732554923353e-06,0.0
19461,17045117,1681471631,12649116.553176185,956776.2236244598763834472234,169.6210765285865123395454189466729,3027.5482183916633,2751.369245240417,2256.604591,2114.26996,2893.9435887568525,4370.892577975181,1.3409717256972762e-05,0.0
19462,17055061,1681594259,11286760.132017262,597353.4312605073753366743635255,95.92999968007835276612009508280582,2614.9489862433643,2595.9063195098643,2240.416196,2091.056226,2605.6128328604455,4331.7103714240775,8.470964550150727e-06,0.0
19463,17062455,1681684991,11382298.083276361,361817.8197228286799305513440405,57.35883590389287613039146912479447,2537.945349341969,2643.338796991145,2270.865362,2125.7078,2584.846660960982,4403.47129877511,5.126046540001034e-06,0.0
19464,17069727,1681773899,10052898.05641464,634688.661535481914158553533229,99.82139789141293725685546170748511,2293.3306097954155,2381.4901018443957,2221.010084,2082.4725,2335.7773601003287,4303.876828390373,9.938888570585321e-06,0.0
19465,17070322,1681781195,10006897.77272671,332420.94827565510156366604697,63.54522663422872053535773534346033,2443.268263375738,2221.383442896619,2218.568438,2064.63226,2335.7773601003287,4284.183049148522,6.326989403586783e-06,0.0
19466,17080804,1681909223,9817850.279391766,0,0,2443.108398501691,2221.502921238332,2218.568438,1979.581955,2335.7525786760852,4203.292064845569,0.0,0.0
19467,17090499,1682028131,9478118.07624496,35297.350785923986775535432885,6.582313509790519717078043488173993,2426.2499493814894,2239.502921238332,2113.751985,1942.22896,2335.7525786760852,4057.843353261842,6.704434598689263e-07,0.0
19468,17094951,1682082347,8495897.973925408,1045665.867661568697965090483615,164.488390497771782169619070102009,2139.5996216186286,2116.6824140278227,2075.631553,1915.6759,2128.3155495481346,3991.841329980032,1.938638803390953e-05,0.0
19469,17103304,1682183699,8216204.654823075,72880.017939436777201121941344,11.16207924814739359632844196008301,2103.7398944821157,2154.982457065097,1983.70783,1876.117061,2128.3155495481346,3860.425986441469,1.3155481606634472e-06,0.0
19471,17117496,1682355659,8094490.371605005,88098.494906429420651407911115,14.21378411874935841044282497244105,2145.2919270368807,2110.7323097943645,1983.70783,1818.73275,2128.3155495481346,3803.2379048884723,1.6752181325528177e-06,0.0
19472,17126169,1682460815,8376477.107709808,1215922.642847972234844961518557,207.0833347815463583509072994809871,1984.3837438871801,2399.114382498951,1960.634842,1869.783797,2128.3155495481346,3935.7308221932735,2.440657283643027e-05,0.0
19473,17133189,1682545943,8587607.61095852,284685.2931923740565293461612115,42.74059024220116660924342815572478,2112.174609616585,2249.04011236468,2085.826595,1859.45,2178.006084835912,3942.8758582212586,4.977007820858109e-06,0.0
19474,17139442,1682621879,7258250.890139667,220886.914838321282153419556126,36.11282266688405722361327916093273,1852.0710070104562,1822.5523748455525,2017.112231,1932.6829,1837.5427049631955,3949.9767110365165,5.021124968777657e-06,0.0
19475,17143337,1682669279,7234900.95032002,399.7764755585312208774943,0.06462129285852790795186502637048288,1851.874446069293,1822.7623748455528,2017.112231,1919.867561,1837.5427049631955,3937.2695561189307,8.984941168395363e-09,0.0
19476,17149010,1682738015,7199446.678383881,13436.9914949318347285312332245,2.151596689602248773677559109867238,1845.229189287762,1829.8623748455527,2018.322801,1899.147488,1837.5427049631955,3917.975162665991,2.991578908288467e-07,0.0
19477,17160518,1682877755,7215548.05177968,47130.279130834977585007917892,7.207399053752583723550391201615007,1834.0125620496965,1814.096451767655,2031.687117,1923.4966,1778.7892263907681,4056.4379099711014,1.0319074653303239e-06,0.0
19478,17168814,1682978531,10149736.82009182,1202034.2540091191184440079503745,214.9447662109286677617095538753047,2409.1241284857256,2962.2381050888844,1970.659119,1823.68,1778.7892263907681,5705.980601583711,3.077436218426882e-05,0.0
19479,17174975,1683053483,10259085.396408912,182661.6581806764827791551989925,29.50527863713644050064899974917812,2502.1608017107255,2862.836963356145,1955.348532,1874.5353,1778.7892263907681,5767.454200981974,4.22436957704737e-06,0.0
19480,17182054,1683139511,12589710.269450929,190888.0899835957694720356542,35.29619037383115035834929453257174,2919.3670321577506,3557.8515750713073,2007.052344,1891.7,3227.384183349088,3900.9022645659943,2.872379625117241e-06,0.0
19482,17195736,1683305483,12969440.346740024,102.60264888444526821261,0.018424788591305151483064870662,2919.416561893682,3558.498624887042,2007.052344,1998.038848,3227.384183349088,4018.5610419895875,1.4993965860404865e-09,0.0
19483,17200119,1683358727,12852345.09093069,96128.665321878827124782318744,18.49258830719805365267400589328649,2876.6277697018118,3604.2902295426,2007.052344,1963.9935,3227.384183349088,3982.2792579945303,1.504914080151236e-06,0.0
19485,17216134,1683553259,12580888.685266767,282518.2161898385692030055384,53.34354858172679106027901397309693,2923.5557561307305,3554.1282242142283,2033.109725,1867.4,3227.384183349088,3898.1689103438116,4.341061186909404e-06,0.0
19486,17223012,1683636755,12290398.729275513,173970.185673920463241992957286,28.78091212695610783710721976422747,2962.583461471269,3477.4554197585526,1979.348688,1848.02169,3210.841292351736,3827.781447358173,2.345484800652073e-06,0.0
19488,17238345,1683823163,12013637.83174269,1149846.5483544042992220859708305,217.7898048387037432687120738364099,2893.4183902803843,3551.670481530366,1932.798659,1807.95,3210.841292351736,3741.5856898188417,1.7748661846881706e-05,0.0
19489,17245231,1683907859,11750485.187101252,1736879.980121073777482534999236,304.6239712229535153978022484842887,2874.8260840650364,3571.9084188449565,1889.798406,1768.702524,3210.841292351736,3659.6281526250004,2.482516507002994e-05,0.0
19490,17254262,1684020071,11968118.359212726,770712.1796441354754956990571345,117.8037488868365995367965925673246,3177.937450180518,3237.9902608955686,1929.322924,1802.6153,3206.1714389438143,3732.837930574073,9.861146719494558e-06,0.0
19491,17260935,1684101839,11813889.325856715,1114419.9890942922924602538369865,173.4778419326910475795579055605369,2957.5555546310143,3385.248210832492,1934.152024,1800.023775,3163.384531935423,3734.572640977269,1.46863347129324e-05,0.0
19492,17266118,1684165139,11952112.029867914,291868.180479383733530068231891,44.15174354315286183382638572541299,3097.636309647102,3235.2261469845757,1945.402137,1831.7,3163.384531935423,3778.2672037519787,3.7378104120403053e-06,0.0
19493,17273760,1684258367,11950869.212499008,150275.6933705080580453616098345,22.65633010508617474132820577322833,3020.823997309033,3317.533318507209,1952.417854,1824.53586,3163.384531935423,3777.874327907655,1.9180458067900344e-06,0.0
19494,17281593,1684353983,11968667.539142797,173449.661597024029876870271934,28.08533345007948466812557585912434,2932.177059602601,3412.5356645072093,1952.417854,1829.675441,3163.384531935423,3783.500683623853,2.377655860696154e-06,0.0
19495,17286186,1684409927,11989664.622951243,86128.659679044059000270953932,13.86507673726528428397083659375171,2935.240321855966,3425.95832960876,1952.417854,1826.89,3163.384531935423,3790.138221234749,1.1737934684648514e-06,0.0
