day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI
19399,16608198,1676150807,3660010.486109223,38294.180375247449558682524522,7.6588360750494899117365049044,523.2934012102986,1497.9539350046775,1830.834263,1803.758403,2010.3611406495247,1820.5736333158109,2.079504273437293e-06,6.283275346959468e-20
19400,16616096,1676246171,3589472.9052525787,88365.957714406874117930895681,17.6731915428813748235861791362,538.9929180784429,1481.781099071685,1700.760373,1803.758403,2010.3611406495247,1785.4866136603005,4.798572130094867e-06,6.283275346959468e-20
19401,16621107,1676306651,3320843.454256256,63709.217510084636826881899394,12.7418435020169273653763798788,527.8025387787253,1493.3203223543624,1700.760373,1622.677851,2010.3611406495247,1651.8641288417114,3.4596272533150128e-06,6.283275346959468e-20
19402,16630054,1676414759,3320410.439229197,95034.742979362220878321756015,19.006948595872444175664351203,509.9014956318506,1511.815903454464,1700.760373,1622.677851,2010.3611406495247,1651.6487371798335,5.160709857582935e-06,6.283275346959468e-20
19403,16637248,1676501675,3320550.8227148335,9825.992413392126935627583947,1.9651984826784253871255167894,515.7207516459014,1505.803140947482,1700.760373,1622.677851,2010.3611406495247,1651.7185671635104,5.335848166532095e-07,6.283275346959468e-20
19404,16643777,1676580491,3320434.363549596,17858.465930905256056622219267,3.5716931861810512113244438534,510.6968364149067,1510.997034961476,1700.760373,1622.677851,2010.3611406495247,1651.6606376886104,9.697754556030712e-07,6.283275346959468e-20
19406,16654538,1676711363,3317178.3003063053,11929.05208656910918411827607,2.385810417313821836823655214,512.0044158239518,1507.6199367387026,1700.760373,1622.677851,2008.362397089301,1651.68313503273,6.307664685112207e-07,6.7915589763296e-20
19408,16672885,1676933999,3405670.2581672976,3652.943128714143776552267592,0.7305886257428287553104535184,509.85931613489026,1505.89537848076,1886.965975,1622.677851,2004.4751212658205,1699.0334387471103,1.9156544602025342e-07,7.181358043517533e-20
19409,16675861,1676970239,3407524.3491722527,518188.882204865147065718244894,103.6377764409730294131436489788,517.7625522184142,1497.8475416479598,1886.965975,1622.677851,2004.4751212658205,1699.958414560122,2.7174549628768545e-05,7.181358043517533e-20
19410,16686402,1677098339,3675462.788812818,3764.2560199219550460168281345,0.7528512039843910092033656269,515.7535360291552,1499.9225499421475,1886.965975,1801.595299,2004.4751212658205,1833.628539371331,1.9740284969741778e-07,7.181358043517533e-20
19411,16694441,1677195923,3668919.6389685697,25378.8201643178944797165228705,5.0757640328635788959433045741,509.9431630315367,1502.3763897733072,1886.965975,1801.595299,2000.9723806987895,1833.568356244523,1.3663540014908912e-06,6.39547585062254e-20
19412,16695776,1677212111,3668720.412934367,15977.4841690765762842449319425,3.1954968338153152568489863885,501.42223282326717,1511.1905109874144,1886.965975,1801.595299,2000.9723806987895,1833.4687916347743,8.60201510031934e-07,6.39547585062254e-20
19413,16706595,1677343919,3668499.477707026,21925.97558549680220732393391,4.385195117099360441464786782,490.3304274756673,1522.6852812481925,1886.965975,1801.595299,2000.975882694256,1833.3551690625566,1.2310847306594355e-06,6.669769682287215e-20
19414,16715078,1677446879,3635012.673212364,13036.2180838102219088809279465,2.6072436167620443817761855893,486.56374351976206,1508.0431471096695,1886.965975,1801.595299,1982.701472079522,1833.3635821634025,7.386950025221279e-07,6.156442278879528e-20
19415,16722381,1677535391,3634835.5914246645,96597.461062038779664776843315,19.319492212407755932955368663,475.4489477170254,1519.586338703631,1886.965975,1801.595299,1982.701472079522,1833.2742687744767,5.473678123831905e-06,6.156442278879528e-20
19416,16728578,1677610583,3634855.388212888,51748.5546158815143001693226125,10.3497109231763028600338645225,476.04322433747825,1518.9748900753402,1886.965975,1801.595299,1982.701472079522,1833.2842535293692,2.9323227362979394e-06,6.156442278879528e-20
19417,16735609,1677696035,3587021.5742130117,53390.545916231280159963610284,10.6781091832462560319927220568,469.7117072160978,1516.7827373755995,1818.973025,1801.595299,1974.0590573395455,1817.0791602594038,2.942885157983674e-06,5.99770751570051e-20
19418,16741093,1677762707,3523565.869642024,1623.9126633762407202559157835,0.3247825326752481440511831567,468.8214007503843,1517.7082680619899,1818.973025,1759.753468,1974.0590573395455,1784.9343749577386,8.951001329729454e-08,5.99770751570051e-20
19419,16748776,1677856139,3498342.0539960004,51306.2700123730159269588650835,10.2612540024746031853917730167,465.5406327121014,1506.765719896428,1818.973025,1759.753468,1959.9215756628403,1784.9398146519563,2.9938209037892595e-06,6.303913664771058e-20
19420,16757820,1677966215,3498358.516667647,11427.046757596134440046453543,2.2854093515192268880092907086,464.17708219039224,1508.184511979672,1818.973025,1759.753468,1959.9215756628403,1784.9482143103155,6.66790461345531e-07,5.664022878902351e-20
19421,16759427,1677985643,3498358.6985373083,0,0,464.1771821828164,1508.1845119717955,1818.973025,1759.753468,1959.9216779889064,1784.9482139138368,0.0,5.680467846822163e-20
19422,16771709,1678134827,3498426.633292824,21123.853479316807957889490717,4.2247706958633615915778981434,458.6721346080128,1513.9134211506946,1818.973025,1759.753468,1959.9216779889064,1784.9828758884853,1.2361967708205008e-06,5.680467846822163e-20
19423,16776944,1678198439,3498410.3750133524,11873.1677348472083934390604085,2.3746335469694416786878120817,460.1924800115108,1512.3326738427897,1818.973025,1759.753468,1959.9216779889064,1784.974580516454,6.948340002263158e-07,5.680467846822163e-20
19424,16784222,1678286819,3498430.5359267797,2910.869230464777837232225207,0.5821738460929555674464450414,458.59758063708034,1513.9927017422808,1818.973025,1759.753468,1959.9216779889064,1784.9848671078282,1.7034804499589315e-07,5.680467846822163e-20
19426,16799926,1678478039,3079079.7654934106,20351.1565506253033885384453155,4.0702313101250606777076890631,446.56656674926455,1526.5317789269752,1711.166197,1516.46378,1959.9216779889064,1571.021842389581,1.190977490682687e-06,5.680467846822163e-20
19427,16807873,1678574555,3082783.3671875903,76400.9194530265287269625076325,15.2801838906053057453925015265,474.233183979814,1497.755240330007,1711.166197,1516.46378,1959.9216779889064,1572.9115106022311,4.47108620631292e-06,5.680467846822163e-20
19428,16813427,1678642067,3079786.378231471,55694.554131042329222350301281,11.1389108262084658444700602562,456.3783472504064,1515.9262012666384,1711.166197,1516.46378,1959.531965036046,1571.6948910169056,3.313171786303901e-06,5.4065721456699573e-20
19429,16820825,1678731815,3074990.8674993166,254158.17316168524990486717339,50.831634632337049980973434678,451.9573867975978,1517.7524811880526,1711.166197,1516.46378,1956.7659132935746,1571.4658798014202,1.3934674188302757e-05,5.650635827166809e-20
19430,16828064,1678819619,3862958.3341112705,43391.404397477364340583361603,8.6782808794954728681166723206,484.6604238069911,1576.4987546111079,1877.179707,1873.241963,2048.080570442853,1886.1359215355426,2.2636417844772452e-06,5.437341297170272e-20
19431,16836413,1678921187,3651758.4479732485,42761.000122188356789166171521,8.5522000244376713578332343042,461.6151627679686,1600.5167916177656,1830.102113,1753.780765,2048.080570442853,1783.0150340148166,2.2307548687741835e-06,5.437341297170272e-20
19432,16837579,1678935335,3672507.661613064,13546.816150913723674797039664,2.7093632301827447349594079328,468.99128039156295,1592.8208124787811,1830.102113,1766.806226,2048.080570442853,1793.1460874212403,7.067099927197166e-07,5.437341297170272e-20
19433,16850376,1679090675,3784250.0027067503,16933.4785977791233726145272945,3.3866957195558246745229054589,478.0385706707312,1583.3962736890855,1830.102113,1837.436814,2048.080570442853,1847.7056309793945,8.833853211884619e-07,5.437341297170272e-20
19434,16854640,1679142503,3860995.626050886,28555.379751754295723017997011,5.7110759503508591446035994022,459.1458173128022,1510.2831271635093,2018.322801,1942.874883,1956.7659132935746,1973.1515148647313,1.4423374910119375e-06,5.29443521194074e-20
19435,16862390,1679236463,3800179.817164202,219.113776744810546654962369,0.0438227553489621093309924738,459.0363117265981,1509.4258438316565,2018.322801,1903.83408,1955.809894292838,1943.0210616345373,1.1292045218830304e-08,5.3992243581547227e-20
19436,16868772,1679313935,3739839.9802946355,9596.5114684143523928981000315,1.9193022936828704785796200063,454.15226295236386,1514.511156846308,1975.986821,1876.804328,1955.809894292838,1912.169475779674,4.945569514351633e-07,5.3992243581547227e-20
19437,16878065,1679426675,3741616.7234127065,14372.9327162508302704092821155,2.8745865432501660540818564231,457.42800072871256,1511.102105368004,1975.986821,1877.930692,1955.809894292838,1913.0779194496113,7.407101852300747e-07,5.3992243581547227e-20
19438,16882159,1679476307,3817871.7851511473,20569.587226885333452634781792,4.1139174453770666905269563584,458.7035165035262,1509.7768072646475,2004.044172,1919.892836,1955.809894292838,1952.0669142189686,1.0600552486901742e-06,5.3992243581547227e-20
19439,16891391,1679588543,3742739.3511677133,6203.558977871784813388852311,1.2407117955743569626777704622,455.5630754240749,1513.0463183123861,2004.044172,1870.247322,1955.809894292838,1913.6519158069682,3.197008857064848e-07,5.3992243581547227e-20
19440,16898877,1679679299,3631504.8587889066,43802.088026135134478049961829,8.7604176052270268956099923658,434.3822394688733,1436.5253301797748,2001.440737,1922.774692,1858.791970988337,1953.6908462424667,2.3486950007115167e-06,5.201481441009719e-20
19441,16906055,1679766455,3434967.3859588187,2883.298196091614272752643851,0.5766596392183228545505287702,418.6936285220693,1390.1022476360652,2001.440737,1868.191283,1797.0310032621253,1911.4680713484465,1.6422829949355033e-07,5.3515653640445244e-20
19442,16911925,1679837603,3441791.3006925187,12023.2265772818067015656273755,2.4046453154563613403131254751,411.1130901159415,1387.778626180387,1954.175734,1901.17071,1786.970904390517,1926.047756142069,6.763945871481587e-07,5.346810155019471e-20
19443,16918925,1679922635,3418937.625867367,50.9584621810423951606343425,0.0101916924362084790321268685,411.13910301272347,1387.751516672385,1954.175734,1884.703087,1786.970904390517,1913.2586979828109,2.866786861837857e-09,5.346810155019471e-20
19445,16930707,1680065675,3483105.63655546,3451.542236720554823854606582,0.6903084473441109647709213164,409.41266143431505,1389.5517983896202,1999.240473,1917.590461,1786.970904390517,1949.1675147018939,1.941745396898971e-07,5.346810155019471e-20
19446,16940130,1680180131,3496439.3283471363,29331.208561908689379795408322,5.8662417123817378759590816644,412.27290512376226,1386.5732450068388,1999.240473,1927.201942,1786.970904390517,1956.6291313174281,1.6500953864810259e-06,5.346810155019471e-20
19447,16948633,1680283343,3480169.466037953,15858.5303392435002405920993315,3.1717060678487000481184198663,410.9705214244247,1387.932311117336,1999.840305,1915.290848,1786.970904390517,1947.5244154716306,8.921585243895666e-07,5.346810155019471e-20
19448,16957684,1680393203,3522355.382191691,105.397610657755895588615916,0.0210795221315511791177231832,411.0225560670306,1387.2485274594467,1999.840305,1946.56967,1786.3514928241186,1971.8153993439726,5.7919299174471795e-09,5.2210474561434444e-20
19449,16964667,1680478211,3522429.9522522325,6619.37893958461322044609367,1.323875787916922644089218734,414.3109295674047,1383.8227922616143,1997.6418,1947.348415,1786.3514928241186,1971.8571436819939,3.637556741166851e-07,5.2210474561434444e-20
19450,16968604,1680526223,3459302.2343877787,2088.0821258532660250715830315,0.4176164251706532050143166063,413.3626700234233,1384.8108240800893,1997.6418,1901.741119,1786.3514928241186,1936.5182318731804,1.1474667460999293e-07,5.2210474561434444e-20
19452,16984452,1680720731,3649102.295804657,59503.812311809799602199758356,11.9007624623619599204399516712,398.2085669139958,1400.6318297964535,1997.6418,2037.383527,1786.3514928241186,2042.7683524005888,3.269921477158001e-06,5.2210474561434444e-20
19453,16987591,1680759263,3671042.1113715544,3571.503715049678835293144374,0.7143007430099357670586288748,396.52435202542745,1402.38973484358,2112.695426,2020.342032,1786.3479908286527,2055.054295254436,1.887583093671377e-07,5.021335380588014e-20
19454,16997281,1680878687,3613135.815189819,10169.2895573200091128047464045,2.0338579114640018225609492809,399.6207443609078,1399.1535264049714,2112.695426,1978.952877,1786.3479908286527,2022.638273024146,5.374593049465477e-07,5.021335380588014e-20
19455,17004111,1680962183,3565330.319371042,7209.284505904791268747292636,1.4418569011809582537494585272,396.1567698553333,1369.5575554338823,2089.584276,1998.840685,1753.684443173339,2033.0512329341766,3.924475014268019e-07,5.624489559068567e-20
19456,17014000,1681083383,3517967.44416562,8035.2055738586807609361220575,1.6070411147717361521872244115,392.2765037089797,1373.6117390754912,2089.584276,1964.363403,1753.684443173339,2006.0435945932002,4.3740767177779565e-07,5.624489559068567e-20
19457,17020986,1681168787,3552416.671360894,4144.634651022208803727527676,0.8289269302044417607455055352,392.6274125123594,1375.699171731229,2089.584276,1985.891,1756.0966910833088,2022.9049399150474,2.2739113343466486e-07,5.676464933098522e-20
19458,17027631,1681250147,3609364.9780250257,7847.990613624865659725870626,1.5695981227249731319451741252,396.3645629561854,1371.7958340480534,2112.484177,2020.746121,1756.0966910833088,2055.3338528292907,4.3057196377408917e-07,5.676464933098522e-20
19460,17040935,1681420175,3746726.3536264487,33599.256340183098546003628985,6.719851268036619709200725797,380.77451374569983,1388.109676245343,2112.484177,2119.678487,1756.0966910833088,2133.553563793319,1.843388772487282e-06,5.676464933098522e-20
19461,17043062,1681446335,3871252.705738278,91863.495644380336803434907344,18.3726991288760673606869814688,388.8608993043899,1379.1480162388627,2359.050177,2141.83706,1755.6032417435235,2205.0840495678635,4.423741250664209e-06,5.347234964075057e-20
