day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI,dailyLDORewardROI
19461,90487236,1681516440,19222571.941288084,381334.227212472695066070631695,76.266845442494539013214126339,4317.398675079249,4326.22961428723,2346.146151,2101.905,8929.817718305912,2152.6275840863213,3.5501640193589094e-06,0.0,6.353335449662745e-19,6.138340031698156e-19
19462,90906984,1681603194,19189576.940343894,92362.512929825218252448782867,18.4725025859650436504897565734,4337.832564193087,4321.9527524546875,2337.964493,2093.47,8947.900021921087,2144.5900036133785,8.608225171590076e-07,0.0,6.512419637427472e-19,6.037105061417914e-19
19463,91307200,1681688980,19555461.360002194,174202.59429660411440219980809,34.840518859320822880439961618,4350.463217831523,4382.136036832,2363.795751,2115.83,9020.404930110104,2167.9139142330605,1.593318926467714e-06,0.0,6.315346188337511e-19,6.040841898459391e-19
19464,91693541,1681774827,19285041.033540256,14928.4949700599672654264473445,2.9856989940119934530852894689,4364.544167403689,4406.7461008750315,2320.108011,2078.365065,9059.774318171636,2128.644749445833,1.384989677414715e-07,0.0,6.22040251174129e-19,5.964278436915087e-19
19465,92031200,1681857631,19484964.28423716,25402.3704643360794910208151275,5.0804740928672158982041630255,4361.7203045888955,4436.3754744096,2338.30327,2093.1365,9085.608357079303,2144.5965441659073,2.33617860628993e-07,0.0,6.388989650739931e-19,0.0
19466,92389896,1681948353,18127582.973420464,111232.3382624122196909032574645,22.2464676524824439381806514929,4309.285550078316,4540.015389490253,2167.301395,1935.69,9129.530275805833,1985.5986480991655,1.0959865976280905e-06,0.0,8.867568808626739e-19,0.0
19467,92681982,1682032980,17778507.544804852,93562.211200279892420361674532,18.7124422400559784840723349064,4280.936027248848,4362.331815040447,2172.846777,1943.1556,8925.227839460787,1991.9387902011172,9.400414497312908e-07,0.0,8.536316686438021e-19,5.474647493810179e-19
19468,93024328,1682120923,16806580.723197177,69851.896237982697588241846436,13.9703792475965395176483692872,4261.083130828149,4327.66146226844,2066.64891,1848.67,8869.73238101104,1894.8238798250457,7.419612206340195e-07,0.0,8.451920901919685e-19,5.501125358165523e-19
19469,93338294,1682203880,17301403.95492968,126161.566837390485789714569352,25.2323133674780971579429138704,4227.043353450091,4493.038239773958,2098.60437,1876.35,8993.871853217566,1923.6880664182563,1.3052459023587063e-06,0.0,8.200019124625143e-19,5.416960104151919e-19
19470,93664231,1682293880,17178440.38801968,35309.3271750369207593918956155,7.0618654350073841518783791231,4244.710763888295,4479.012773786412,2081.282611,1862.91,8999.465520588381,1908.828957533087,3.674493772256308e-07,0.0,7.868454344017432e-19,5.396794252663665e-19
19471,93952398,1682377526,17295588.343764625,55277.448141357296287373168238,11.0554896282714592574746336476,4296.388545645687,4591.802259640828,2059.073628,1840.02,9165.801981184592,1886.9694522387376,5.708621586326333e-07,0.0,8.013637415932961e-19,5.5396888004939935e-19
