day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyLDORewardROI
19367,52180673,1673394975,10325290.55738264,187685.2583820695628866587088589624,37.53705167641391257733174177179252,4140.147259391543,3185.6335193644795,1466.4423399912187,1335.371221,7686.590387312163,1343.2861694342441,3.2987518914176852e-06,0.0,1.4996623892434484e-18
19368,52419568,1673481537,10415812.35831267,27694.64856053035547749354843833347,5.538929712106071095498709687666701,4137.164862011727,3116.3151729397696,1471.5230474768412,1388.780875,7614.327301073739,1367.922857327643,4.858869429148016e-07,0.0,1.3972864793875086e-18
19369,52654959,1673564851,11140500.098491438,54047.04021298981900775206459397771,10.80940804259796380155041291879555,4197.280096275031,3225.9590246336643,1561.3597052752702,1421.913933,7788.992517255509,1430.2876878891714,8.814996535869983e-07,0.0,1.5105417055362824e-18
19370,52878505,1673652511,11479641.903343057,152033.5923316222159748644316112492,30.40671846632444319497288632224983,4273.700724451195,3249.0129320436345,1584.6855931326177,1448.8,7895.25270330085,1453.992967007078,2.464354591820131e-06,0.0,1.4992846204610041e-18
19371,53122089,1673740362,12207735.196484337,128303.4090019609926987357906246668,25.66068180039219853974715812493335,4290.693108863026,3217.501367422574,1682.5335694030503,1550.426693,7882.404989967834,1548.7322983304557,1.9198585474280258e-06,0.0,1.4373971385118318e-18
19372,53351886,1673826215,12229357.143919569,9296.469821127459695782472052104516,1.859293964225491939156494410420901,4279.133921260122,3186.9722933794346,1701.2785141394995,1552.997042,7839.411079483811,1559.9841646172247,1.3836819141764557e-07,0.0,1.4823068769206611e-18
19373,53572256,1673911997,12151800.99084772,110801.8522363951315623133884218362,22.16037044727902631246267768436724,4136.056185501491,3212.6875223763627,1710.0601673605408,1580.887037,7708.868381879038,1576.3404417972067,1.670688615529324e-06,0.0,1.4568232826369468e-18
19374,53786074,1673999509,11456887.863241669,20667.10160301678991311074570340854,4.133420320603357982622149140681709,3847.3294183729827,2996.799591269941,1751.7515443095117,1574.120147,7179.062918532057,1595.8751153534008,3.255507727199977e-07,0.0,1.4581661315487425e-18
19375,53989766,1674084979,11080959.147328865,276237.041499316563395476879061645,55.24740829986331267909537581232907,3833.473810314356,3001.020306047994,1697.659890038429,1523.823218,7168.099310478197,1545.871320606694,4.545692492689175e-06,0.0,1.490792645393057e-18
19376,54190239,1674172102,11359069.384400388,430932.6108032547306332228115368204,86.18652216065094612664456230736415,3713.0673929110494,3235.714906357709,1708.046946360581,1550.5,7269.722644763246,1562.5175731543086,6.8737629838134034e-06,0.0,1.4048156763174857e-18
19377,54389266,1674257042,11656429.77611062,226682.3027961765516580765523027466,45.33646055923531033161531046054931,3583.9990804544336,3146.199226450038,1801.7650622657907,1652.44,7039.762209128797,1655.7987940267597,3.5390225356401566e-06,0.0,1.5734615355643801e-18
19378,54604811,1674344042,11730792.657581422,16623.66537565412102030825744973891,3.324733075130824204061651489947782,3589.6395031682564,3189.549317074562,1819.8004897065782,1629.811743,7088.947841266739,1654.800249663739,2.551907421658495e-07,0.0,1.623242930724236e-18
19379,54815687,1674431622,11690601.817905787,23421.79123581188950630544775055153,4.684358247162377901261089550110307,3581.4912050320345,3269.26398770091,1778.6761692586517,1627.365909,7159.112605299414,1632.9680034997652,3.571480437229473e-07,0.0,1.5153193526258027e-18
19380,55026009,1674517604,11654586.667996138,10009.01392352480707641683671162682,2.001802784704961415283367342325364,3578.7729613194665,3235.9744311100517,1786.0701308312819,1626.294425,7123.106230003005,1636.1663425580025,1.5421817922913874e-07,0.0,1.6960823523783107e-18
19381,55240458,1674601819,11343273.642725943,117160.7437338145506496732212168613,23.4321487467629101299346442433722,3483.9840104187697,3279.1652266583415,1783.7163000099927,1564.067139,7062.277485080951,1606.1778465500101,1.84917406725857e-06,0.0,1.750108627623611e-18
