day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI
18617,11499603,1608591435,545418.4854487665,98229.467406649494089679331882,19.6458934813298988179358663764,270.8323090482989,577.1678047993566,647.058104,641.363295,847.2557111694872,643.7471925635207,3.5833905926300015e-05,
18618,11505774,1608673120,649648.0239465273,287137.172891862897375050555897,57.4274345783725794750101111794,328.9470935687874,721.157333117278,617.386698,619.227516,1048.9975035247378,619.3036892496351,8.762576496549515e-05,
18619,11512034,1608756049,623555.3277376385,248707.617454654578833270048838,49.7415234909309157666540097676,505.80105153188913,502.69162568582885,617.386698,619.227516,1008.1319496274576,618.5255094514815,7.897480558006569e-05,
18620,11518996,1608848480,618841.1148174074,86095.9851464454234102904085095,17.2191970292890846820580817019,441.0332599072491,639.9211524025552,570.809343,573.656939,1080.3409698190965,572.8201855762562,2.77935338630292e-05,
18621,11525869,1608940673,1017229.5911687671,1192884.8316891399030398407682855,238.5769663378279806079681536571,963.8999931461722,671.2773746112512,623.672569,619.820691,1633.6620128809623,622.668326219377,0.0002395229889867938,
18622,11532422,1609026704,1363441.08669797,1901150.069970016738694154148579,380.2300139940033477388308297158,1054.2253095486483,1138.9579112758988,623.672569,619.820691,2190.651308018223,622.3907390954929,0.00028467808883031204,
18623,11538349,1609105533,1641302.377207479,475375.267569372016846152265853,95.0750535138744033692304531706,1245.7287744447588,1323.4693841054543,633.91857,643.469191,2566.0327300183435,639.6264389019489,5.8907538850510535e-05,
18624,11545463,1609198729,2154653.5199129237,262743.1784067505831384318425625,52.5486356813501166276863685125,1435.793431867447,1500.331311352953,729.562712,737.938455,2932.400556605753,734.774625198861,2.485909572632726e-05,
18625,11551926,1609285656,2595165.0028860774,894298.207299853817724347735395,178.859641459970763544869547079,1395.2899545125556,2137.323877023783,729.562712,737.938455,3526.9371636606556,735.8126562687385,7.034962853503797e-05,
18626,11558496,1609372541,6748847.619910012,1862000.88666595685757773216567,372.400177333191371515546433134,2559.123839172475,6700.846172118112,720.763211,731.896417,9234.186092235543,730.854625681055,5.393800328845285e-05,0.0
18627,11564845,1609457164,17013136.699205205,2342410.9567751679522725988640525,468.4821913550335904545197728105,5908.872203385568,16975.963732842505,756.42448,738.898911,22812.70906387479,745.7745001511664,2.746627938662224e-05,2.2450811507677275e-17
18628,11571409,1609543668,23515386.530818883,1707497.756725434992761324768752,341.4995513450869985522649537504,7858.025255541433,23780.497712858432,756.42448,738.898911,31532.58388324262,745.7487980652191,1.4150705242658797e-05,1.6968577100799018e-17
18629,11578132,1609631467,23036180.77318806,187471.272731906408708068374095,37.494254546381281741613674819,8082.3613314789,22946.321542175658,752.731877,738.782019,30930.834521035446,744.7642823061113,1.5646072730529894e-06,1.6772413607877956e-17
18630,11584415,1609715383,32268570.31521583,1376619.9321036466527085865755525,275.3239864207293305417173151105,11499.86806312703,22698.6608099281,937.886915,946.44326,34119.49148052785,945.751795088495,1.0415347348061014e-05,1.5460107494639374e-17
18631,11591130,1609804471,37189628.980260216,2068039.9346411217365684420539025,413.6079869282243473136884107805,14826.57284740757,24601.55964593415,937.886915,946.44326,39346.64775029144,945.1790967372755,9.815179992311764e-06,9.253063445984377e-18
18632,11597636,1609890586,48110761.848945834,4167919.848634621784811455840821,833.5839697269243569622911681642,14419.497922180079,31696.605404395905,1043.61027,1043.090429,45996.348884811545,1045.969147886703,1.6851097055445822e-05,7.999528302706928e-18
