day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyLPFeeROIAverage,token0PriceUSD,token1PriceUSD,token0Balance,token1Balance,token0BalanceUSD,token1BalanceUSD
19225,15384250,1661088784,323.5565808719687321594201358347503,0,0,0,0.0,1704.6282821281823,1619.399112809888,0.08658987412144872,0.10865328448483864,147.60354837334066,175.95303249862806
19230,15417878,1661551494,310.804003506357532861601810046832,0,0,0,0.0,1635.9404402866476,1556.1323983567186,0.061726752230655324,0.13483602905912634,100.98129022168307,209.82271328467448
19231,15421151,1661597556,300.7772056733630572987816824489746,0,0,0,0.0,1583.3460414880287,1506.3778101247653,0.09131112737224212,0.10369250831687243,144.57711206864874,156.2000936047143
19232,15428024,1661692447,293.8499024610166544445711444672129,0,0,0,0.0,1546.6718570107375,1471.9442118252523,0.10053898836102304,0.09399070801680419,155.5008238303244,138.34907863069225
19233,15435531,1661795676,307.1984466693742482071894651206324,0,0,0,0.0,1617.5773011590504,1538.125520115772,0.09938600585009111,0.09520282814265021,160.76454711596796,146.4338995534063
19234,15441640,1661880397,295.9820633499075216762193799426134,0,0,0,0.0,1560.5155773296274,1480.2573213297621,0.08987722314644146,0.10520282814265021,140.25480676715281,155.7272565827547
19235,15449550,1661989437,309.4870152912830354565567776045544,0,0,0,0.0,1630.9988065358589,1548.3928117461492,0.05087295910637945,0.1462892865334267,82.97373558745244,226.5132797038306
19236,15450487,1662002343,311.5532819412615052944094227891143,0,0,0,0.0,1641.2787369466912,1559.1772730159312,0.06973588319388292,0.1264110650302748,114.45602228831815,197.09725965294336
19237,15460801,1662144267,3330.992138701537726596942965460089,0,0,0,0.0,1663.7045418947748,1584.288800539586,1.088018339870723,0.9599582377126085,1810.141053707735,1520.851084993803
19238,15464764,1662199889,3259.930906132675032594207643714476,0,0,0,0.0,1628.0494572638422,1550.8023494061877,1.1532636536665493,0.8913841542915182,1877.5702654339411,1382.360640698734
19239,15469920,1662270691,3264.311412959597400100912398109414,0,0,0,0.0,1630.5088430520632,1552.540761389399,1.18312519212189,0.8600194970547986,1929.0960881924125,1335.215324767185
19240,15476393,1662361019,3291.525056918589229086530280428929,0,0,0,0.0,1643.824757839508,1565.8680111506762,1.1923728568273888,0.8503098759335875,1960.0520226286844,1331.4730342899047
19241,15486427,1662499637,3294.90408631902509713146564601031,0,0,0,0.0,1639.9935674531862,1583.8779813788774,1.8547349286457564,0.15982969457587565,3041.7533523097845,253.1507340092404
19242,15491021,1662563606,3224.853843886665940596117493283063,0,0,0,0.0,1605.7733257681675,1545.8926187875197,1.621888696702194,0.4013656769019529,2604.3856065292803,620.4682373573855
19243,15499172,1662675919,3428.80804872846662132830829092678,0,0,0,0.0,1709.5431611973402,1636.1069122949748,1.4094344782657233,0.6230148944385027,2409.4890734749083,1019.3189752535582
19244,15505313,1662763157,3612.644888352249314774321450396179,0,0,0,0.0,1805.3503843374124,1716.3464526451444,1.2291375233360524,0.8119695100288148,2219.0239001582772,1393.6209881939722
19245,15509404,1662821937,3619.974648938071397624738134475502,0,0,0,0.0,1809.806011952417,1719.142721977598,0.9857177476569726,1.0679838966646376,1783.9579057977844,1836.016743140287
19246,15516545,1662924162,352.0748181364680267461788132563952,0,0,0,0.0,1861.1141999494978,1759.5787581547454,0.020949560359749788,0.17793195809920348,38.98952426822944,313.0852938682386
19248,15528890,1663100199,322.4095675116488901252683732848605,0,0,0,0.0,1695.1967342976266,1613.1295322230214,0.03961640995515824,0.15823401260239223,67.15760878058025,255.25195873106864
19249,15535498,1663195995,328.4136932566485791965467955396312,0,0,0,0.0,1730.9662782168914,1642.1414414088295,0.04486721879412731,0.15269698711915525,77.66364273001352,250.75005052663505
19250,15538167,1663233587,320.9338106828252568830843076111351,0,0,0,0.0,1710.875527893138,1603.3014525326575,0.0070036955585966445,0.19269698711915526,11.98245133601686,308.9513593468084
19251,15546060,1663329899,295.7509037446907459011781052617331,0,0,0,0.0,1584.5714494473666,1477.246018801576,0.006648812580210092,0.19307236677391487,10.53551858732739,285.21538515736336
19257,15590684,1663871471,257.5605653260433302904523079545678,0,0,0,0.0,1389.362817812957,1286.8237133789085,0.002107416174037589,0.1978768319271722,2.927965673865466,254.63259965217787
19263,15635237,1664409107,267.8973664769389784803555507017167,0,0,0,0.0,1455.646221029888,1338.554927912188,0.001107416197016623,0.19893495195597483,1.6120062022945372,266.28536027464446
19264,15639948,1664465963,265.7504099537464974837202849459972,0,0,0,0.0,1443.6614452690733,1328.0116874943756,0.00016240443239224202,0.19993495195597483,0.2344570175854876,265.515952936161
19265,15649186,1664577491,264.6945151858166131639251875252569,0,0,0,0.0,1436.7641127613301,1322.7535837392024,6.790649354697e-05,0.20003495195597484,0.09756561295174535,264.59694957286484
