day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyLPFeeROIAverage,token0PriceUSD,token1PriceUSD,token0Balance,token1Balance,token0BalanceUSD,token1BalanceUSD
19155,14952280,1655068149,1990187.624674599126285930866785863,77067.3981679748107294989458002,38.5336990839874053647494729001,38.5336990839874053647494729001,1.936184237417704e-05,1520.1339657471397,1474.94905720015,830.8991999359786,492.97263874322834,1263078.0959348043,727109.5287397947
19156,14958523,1655160808,1526819.522882965929281276994147787,410840.305290180025072432250281,205.42015264509001253621612514055,205.42015264509001253621612514055,0.00013454121431275145,1252.7806750750212,1208.1071255348716,744.797780739555,491.47235686637805,933068.2665492774,593751.2563336886
19157,14964475,1655249992,1524263.832489808595862678216019687,28636.8397783727415748156424562,14.31841988918637078740782122818,14.31841988918637078740782122818,9.393662425092086e-06,1244.4106040908457,1215.5748711208273,747.0065825269595,489.21784580761215,929582.9126222117,594680.9198675968
19158,14970256,1655336816,1521613.688319095183286849654389734,31997.4765114840444526286384943,15.99873825574202222631431924719,15.99873825574202222631431924719,1.0514323299375415e-05,1235.5336194451484,1223.7172431544705,749.6400263186905,486.55703484718214,926205.4549984878,595408.2333206073
19159,14976075,1655423242,1323531.689779028385399674139023395,13371.6387553427777818202817864,6.68581937767138889091014089317,6.68581937767138889091014089317,5.051499279769891e-06,1076.2793862652,1061.9596314597552,749.5267653842989,486.67714612790445,806700.2070371537,516831.48274187476
19160,14981273,1655499530,1355879.154837386531964652014276922,5327.9770297994937441299745625,2.66398851489974687206498728125,2.66398851489974687206498728125,1.964768397976621e-06,1099.998336579328,1091.8941550173838,750.5016462154722,485.6959715036451,825550.5624370667,530328.5924003199
19161,14987479,1655592019,1218126.25697495825264991995742157,17232.4877986454984783087768957,8.61624389932274923915438844781,8.61624389932274923915438844781,7.073358652263151e-06,987.7271504010654,981.739402971846,750.7918018901885,485.41273631974985,741577.4470254771,476548.8099494812
19162,14993370,1655681001,1402664.233645815525622153800867879,1446904.7957591867042645220516706,723.45239787959335213226102583528,723.45239787959335213226102583528,0.0005157701897047666,1133.3387933059466,1124.1101714912409,750.6087739745293,491.02855352018076,850694.0421411492,551970.1915046663
19163,14999368,1655769319,1414474.30032848219230274231285585,8861.0093058723927740626691873,4.43050465293619638703133459366,4.43050465293619638703133459366,3.1322623902797697e-06,1143.6688224730758,1132.3631841359547,749.741215127565,491.90812229473704,857455.6526644751,557018.647664007
19164,15004001,1655842315,1405340.415354867324316046450029762,48840.5786615554701703026067972,24.4202893307777350851513033986,24.4202893307777350851513033986,1.7376778653740834e-05,1139.9289239847221,1119.461595543697,747.9107235163117,493.7867911331186,852565.0662945842,552775.349060283
19165,15009910,1655937729,1627823.455637091036708322595769471,145862.9620546317892262723483968,72.93148102731589461313617419842,72.93148102731589461313617419842,4.480306557492886e-05,1076.5576342934933,1057.9538454730218,902.2746987473281,620.5117012238636,971350.7151662977,656472.7404707933
19166,15015224,1656024226,1769854.621041607311209792496706881,889685.9200139935548205021800178,444.84296000699677741025109000886,444.84296000699677741025109000886,0.0002513443503880532,1172.3990901437198,1146.8076602259407,863.3171739761698,660.7056946386443,1012152.2692751088,757702.3517664985
19167,15020460,1656108278,1901548.811739988435931485879289837,2036464.7458497777096221473663367,1018.23237292488885481107368316821,1018.23237292488885481107368316821,0.0005354752750170888,1264.3013825194246,1224.854233191753,799.1792743938146,727.5521658776092,1010403.4614969704,891145.350243018
19168,15025951,1656197022,1943103.028719267903957225178242625,441574.8189604038669489541980905,220.78740948020193347447709904528,220.78740948020193347447709904528,0.00011362619800233993,1292.779169488845,1243.9717852869944,772.8066966757254,758.8874927718795,999068.399503862,944034.6292154059
19169,15031527,1656287777,1902903.527126822985211015934658988,124211.8573466985398547965813834,62.10592867334926992739829069171,62.10592867334926992739829069171,3.2637455229862574e-05,1244.2161029944432,1197.9164442340787,777.9406409282561,780.5028965170211,967926.2726167542,934977.2545100688
