blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
12254130,1618616036,793878753.4608388518472856272870139,497069.019868585723360119801574,2021-04-16 23:34:24
12260546,1618701751,794370742.8675516285156533971003354,266320.840191374888392442212518,2021-04-17 23:21:36
12266988,1618787277,799763803.9042378481777844666082935,965614.135370551694332122425987,2021-04-18 23:08:48
12273002,1618868738,799102790.2162949356465976590922749,1026033.940783767161577645427777,2021-04-19 21:45:36
12280142,1618962321,743040419.084139056353861290069112,585099.50385793719989659156896,2021-04-20 23:45:04
12286393,1619045559,778925151.284841785656885429643304,2941795.31539553166790368948489,2021-04-21 22:51:44
12293113,1619135846,763922797.776061044562089501767376,4530204.756759121759657225501718,2021-04-22 23:57:52
12299559,1619222108,747949740.871420538462505055286296,700527.676750907306607778506008,2021-04-23 23:55:44
12305873,1619306153,748716313.164291866930275849716112,1387158.831870120604780365538399,2021-04-24 23:15:12
12312472,1619393809,752291544.16339098352024521695296,4444516.776798859409866478322606,2021-04-25 23:36:32
12319044,1619481268,833624162.336887348122354528394919,890845.110487748311054854976552,2021-04-26 23:53:36
12325469,1619566770,831889572.2343778855464047319387,1857419.733222093984087539827367,2021-04-27 23:38:40
12331981,1619653948,838328883.78285723037339958398735,5455502.784327267455159915449967,2021-04-28 23:51:28
12338488,1619740728,862103572.634984553899713699371562,3495516.379689809085458366060127,2021-04-29 23:57:52
12344866,1619826078,884504715.103371147282273646252665,4500084.437925805768724396659282,2021-04-30 23:40:48
12351402,1619913070,1073353725.88893269887353155641161,1620307.619845872583782071679348,2021-05-01 23:51:28
12357821,1619999576,1048260344.785748848143237555432,2087607.771448846063493845785889,2021-05-02 23:53:36
12364337,1620086151,1060492870.59179195414315142391365,5411397.83655804102576496407524,2021-05-03 23:55:44
12370764,1620171561,1071302407.50638102517771597904779,2849858.335450129411456482184191,2021-05-04 23:38:40
12377332,1620258556,1163154773.03395021996769597709414,10061035.437282926813955433998703,2021-05-05 23:49:20
12383793,1620344863,1173066926.61624876460046674081377,8852891.4802253757637869887697,2021-05-06 23:47:12
12390293,1620431997,1725082010.139116062549701735291596,112475792.742389500209270957335233,2021-05-08 00:00:00
