,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
183,16722925,1677541955,8294270.87021137620150577912842467,6873386.8670552947994563552726244,2023-02-27 23:53:36
184,16730041,1677628439,9334126.678565262539523274782638989,5579087.8661054808004236799179422,2023-02-28 23:53:36
185,16737139,1677714575,9648722.557543529080005224264577558,5026296.0593398208624156320140644,2023-03-01 23:49:20
186,16744287,1677801587,9488203.998279734391362088170146683,2231588.4004466176582759898116777,2023-03-03 00:00:00
187,16751071,1677884147,8501858.935678228014697033428475202,2913613.3143673918567084045563117,2023-03-03 22:56:00
188,16758455,1677973907,8616653.006374936132684985281705516,2617180.9905751243386015155478927,2023-03-04 23:51:28
189,16765531,1678059779,8606015.759056360680092376736870304,1307500.8169659142217689408756173,2023-03-05 23:42:56
190,16772716,1678147067,8659875.225112007339902741521442092,5658924.3524386373846378155180535,2023-03-06 23:57:52
191,16779781,1678232843,8610794.382637390270687709956998847,1828985.8144484655458881014696214,2023-03-07 23:47:12
192,16786812,1678318355,6111153.03860528033571486944693055,6412705.9317955815409676878978421,2023-03-08 23:32:16
193,16794015,1678405835,5143738.472977116491069674820439168,6268141.3287390868403916717906751,2023-03-09 23:51:28
194,16801119,1678492499,5883266.515110237006251895518008206,3558087.914056007058939866844647,2023-03-10 23:55:44
195,16808244,1678579043,4617960.281952173367629605823276583,23808185.1114679059451944814589741,2023-03-11 23:57:52
196,16815362,1678665551,4924791.819174889984531795769830081,4061740.7218516752017657389412482,2023-03-13 00:00:00
197,16822479,1678751843,8494992.862588019919077841882617565,31466332.36963510034082557726906,2023-03-13 23:57:52
198,16829598,1678838267,15257547.6197637550731737644532402,22762476.9038831239097497828961209,2023-03-14 23:57:52
199,16836707,1678924763,13335986.06917775561842446070047915,10371188.1351472557054322067879588,2023-03-16 00:00:00
200,16843779,1679010599,14250802.05909702782898846822050452,5261686.3243158581914140978526687,2023-03-16 23:49:20
201,16850936,1679097491,17097229.56391335270550839239797044,5452489.4059879973248827550414109,2023-03-17 23:57:52
202,16857997,1679183171,16607131.65590557595240263141476436,5114876.1773924516064682374588311,2023-03-18 23:47:12
203,16865175,1679270339,16653359.91315701821939837108424629,9279882.7120731502134020084236917,2023-03-20 00:00:00
204,16872309,1679356763,16124777.94255185999844180875454071,9659463.5814754931158489402787765,2023-03-21 00:00:00
205,16879425,1679443175,17079516.85937997884481077027192571,5562871.1510966776578567905028969,2023-03-22 00:00:00
206,16886548,1679529551,16371886.91915747389116300051179473,7896389.1122025632297566669444812,2023-03-23 00:00:00
207,16893608,1679615411,17443717.66024613393999447932810243,16595452.7002362367133129009586952,2023-03-23 23:49:20
208,16900775,1679702375,18696141.72927650342834939409013891,3693953.5490046888179084172939337,2023-03-25 00:00:00
209,16907874,1679788499,18632147.53125565661411088259356936,18741214.4185972985763659742911611,2023-03-25 23:55:44
210,16914900,1679873723,19442491.44857988551119525822650996,3290894.7344897770466070303723553,2023-03-26 23:34:24
211,16922110,1679961275,17459994.00368814222588579098641727,13108767.6338069936724332003123392,2023-03-27 23:53:36
212,16929196,1680047375,18205906.99234590480024352239232085,7289765.5752445506525724285583975,2023-03-28 23:49:20
213,16936347,1680134231,18402079.52078947562159067355875226,4707660.4884002111417548024945568,2023-03-29 23:57:52
214,16943463,1680220619,18396875.9057401045281086690091294,7150971.7163152077411033710201044,2023-03-30 23:57:52
215,16950544,1680306479,18177053.12574485912443755882887006,6264870.9508375195363391166112731,2023-03-31 23:47:12
216,16957665,1680392975,18156502.04785280368641815274575205,5478782.2864931606133580659173103,2023-04-01 23:49:20
217,16964448,1680475535,17966307.19129773458994720265241722,15743199.5868195734457133841715697,2023-04-02 22:45:20
218,16971796,1680565211,18700030.48409111549100300502519814,32198427.7004883263062216916956461,2023-04-03 23:40:48
219,16978729,1680650543,19765654.00758317554336189550153286,4850272.1798747447440194327698935,2023-04-04 23:21:36
220,16985890,1680738407,20215021.70517260841807332709481582,4827724.2109439510637980763332725,2023-04-05 23:47:12
221,16992949,1680825575,19398582.36713435600793674859016571,3539462.3018626028726789511388864,2023-04-07 00:00:00
222,16999997,1680911855,19797879.11839227529762036735013185,10938471.8308971035920186391602602,2023-04-07 23:57:52
223,17007043,1680998063,19856465.15166168326718526151682704,1584872.1007172212412801913538761,2023-04-08 23:53:36
224,17014114,1681084775,18133426.35763833853112302667268097,1873617.5269338993059238851120062,2023-04-10 00:00:00
225,17021165,1681171007,17422033.80726766594377445977059164,3452306.6615927129442601937047599,2023-04-10 23:55:44
226,17028175,1681256795,14526015.4115718094039257306936101,3681990.0785118631123474531625186,2023-04-11 23:47:12
227,17035254,1681343951,15340736.06673624202887039244354127,7119222.4735324303270835928515171,2023-04-13 00:00:00
228,17041718,1681429823,16328349.20813583220280813542291174,19598272.7891405167484087817312401,2023-04-13 23:49:20
229,17048647,1681515263,17836819.61137501399295765135284897,7231956.0108384448183500114537,2023-04-14 23:34:24
230,17055785,1681603127,17391629.85796795511550818235908989,2542217.07162195854289002313547,2023-04-15 23:57:52
231,17062808,1681689299,17376621.0339828253298192739712113,3674085.017059171305350266788693,2023-04-16 23:55:44
232,17069760,1681774307,17809750.89706023041119507993980553,5113096.038118752034728741747237,2023-04-17 23:32:16
233,17076650,1681858571,18044691.67469365517768203611349838,2869768.936060654744478324166223,2023-04-18 22:56:00
234,17083831,1681946147,17281908.20214592758019134549862792,2106731.841247275982859905420532,2023-04-19 23:15:12
235,17091074,1682035199,17334657.86276373000288862528088202,3471428.044315144964761664040126,2023-04-21 00:00:00
236,17098099,1682120711,16501104.91593854470424307825289166,2497956.679789412577332872663072,2023-04-21 23:45:04
237,17105296,1682207843,16490563.23008535857252596627714735,1209643.831482866895197809541005,2023-04-22 23:57:52
238,17112353,1682293355,16386803.28214841756700166427913417,1375472.768553138787771179712806,2023-04-23 23:42:56
239,17119422,1682378999,16342662.26114554245251581733316033,4529489.834789293621249611963503,2023-04-24 23:30:08
240,17126606,1682466107,16301778.93166441806004758357644343,5636885.806314936359839026557841,2023-04-25 23:40:48
241,17133722,1682552435,16347065.28955294875654381228059963,6577161.118327844575906114474785,2023-04-26 23:40:48
242,17140635,1682636423,16783216.80040586607121425495792926,3345343.110770086498732317703683,2023-04-27 23:00:16
243,17147965,1682725379,17142212.08227234587614782110006316,1248858.796510637689711802400554,2023-04-28 23:42:56
244,17155008,1682810939,16454756.81299942212846011280034068,610690.290912792055309289408584,2023-04-29 23:28:00
245,17162131,1682897291,16247489.73810723015420982972666823,1338368.639739498406517855735367,2023-04-30 23:28:00
246,17169337,1682984903,15707785.21714139689271158198013733,4409945.29217212801286679517324,2023-05-01 23:49:20
247,17176422,1683070979,16112926.53544604981506239054668662,1529048.3922859466898240888637,2023-05-02 23:42:56
248,17183605,1683158387,16777681.90418118483237330708439937,8281758.469332749544215653800896,2023-05-04 00:00:00
249,17190710,1683244559,16505137.06790637504383338532808639,2683771.508982772077526802280979,2023-05-04 23:55:44
250,17197733,1683329687,16439350.16881405321003644757763822,13401395.831875215200803945083836,2023-05-05 23:34:24
251,17204964,1683417563,18870756.6419730050165497761324996,4511897.996669835024630637450576,2023-05-07 00:00:00
252,17212054,1683503699,21868979.69112873750349730399326774,13499755.634295258858055552696934,2023-05-07 23:55:44
253,17219165,1683590051,22717789.36433814292255082136898978,18574344.60382316465174083672945,2023-05-08 23:53:36
254,17226269,1683676355,22184247.99872670879634116608896294,5362576.645222158221983847961711,2023-05-09 23:53:36
255,17233323,1683762095,18959458.72247891611704117213414455,8993782.661163388297127438723383,2023-05-10 23:40:48
256,17240380,1683848675,18670741.49995207171328540433928565,7832509.08425345014237619889286,2023-05-11 23:45:04
257,17247352,1683935759,18184616.15754631077577235578243511,10464382.149252523587712976289308,2023-05-12 23:55:44
258,17254413,1684021919,17963969.86846219096415760658824897,3662696.686796146474153098175557,2023-05-13 23:51:28
259,17261500,1684108751,17944371.57107830796090901895418197,3183320.356447946535357161043372,2023-05-15 00:00:00
260,17268443,1684193471,22702456.14455440196074387158518115,15178454.165667823855247325897865,2023-05-15 23:30:08
261,17275631,1684281119,22919378.80259915163390755045996316,10059324.424118475973069537528887,2023-05-16 23:51:28
262,17282730,1684367819,23316361.06287795543571486614274544,13631637.09732664441010328150553,2023-05-17 23:57:52
263,17289854,1684454375,23375106.50975770845163554786136861,12348545.087338812574120957386623,2023-05-19 00:00:00
264,17296860,1684539815,22769890.62442594017867159016647373,5165210.705517149957381596680161,2023-05-19 23:42:56
265,17304045,1684627139,23028503.77971808416720114436549736,6925514.02078802080069187705906,2023-05-21 00:00:00
266,17311098,1684713023,22776382.45729783728738979210413937,11592985.759216772290179830017256,2023-05-21 23:49:20
