Date;ETH.STORE;ETH staking % per day;ETH compound
22.06.2023;4.647;0.012445321%;1.167123759
23.06.2023;4.556;0.012206944%;1.167266229
24.06.2023;4.29;0.011508962%;1.167400569
25.06.2023;4.238;0.011372307%;1.16753333
26.06.2023;4.416;0.011839806%;1.167671563
27.06.2023;5.073;0.013558497%;1.167829882
28.06.2023;4.794;0.012829955%;1.167979714
29.06.2023;5.022;0.013425467%;1.168136521
30.06.2023;4.844;0.012960660%;1.168287919
01.07.2023;4.433;0.011884413%;1.168426763
02.07.2023;4.555;0.012204324%;1.168569362
03.07.2023;4.533;0.012146662%;1.168711304
04.07.2023;4.475;0.011994588%;1.168851486
05.07.2023;4.667;0.012497684%;1.168997566
06.07.2023;4.914;0.013143543%;1.169151213
07.07.2023;4.815;0.012884859%;1.169301857
08.07.2023;4.551;0.012193841%;1.16944444
09.07.2023;4.597;0.012314370%;1.169588449
10.07.2023;4.752;0.012720115%;1.169737222
11.07.2023;4.5;0.012060148%;1.169878294
12.07.2023;4.656;0.012468886%;1.170024165
13.07.2023;4.75;0.012714883%;1.170172932
14.07.2023;4.416;0.011839806%;1.170311478
15.07.2023;4.455;0.011942130%;1.170451239
16.07.2023;4.708;0.012604996%;1.170598774
17.07.2023;4.54;0.012165010%;1.170741177
18.07.2023;4.698;0.012578827%;1.170888443
19.07.2023;4.839;0.012947593%;1.171040045
20.07.2023;4.785;0.012806422%;1.171190013
21.07.2023;4.743;0.012696572%;1.171338714
22.07.2023;4.512;0.012091611%;1.171480348
23.07.2023;4.694;0.012568358%;1.171627584
24.07.2023;4.887;0.013073017%;1.171780751
25.07.2023;4.823;0.012905772%;1.171931978
26.07.2023;4.777;0.012785501%;1.172081815
27.07.2023;4.814;0.012882245%;1.172232806
28.07.2023;4.694;0.012568358%;1.172380136
29.07.2023;4.265;0.011443271%;1.172514295
30.07.2023;4.495;0.012047037%;1.172655548
31.07.2023;4.323;0.011595650%;1.172791525
