day,date,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyLPFeeROIAverage,token0PriceUSD,token1PriceUSD,token0Balance,token1Balance,token0BalanceUSD,token1BalanceUSD,token0BalancePosition,token1BalancePosition,positionValueETH,dailyLPFeeROIPosition
19084,2022-04-02,14509476,1648939220,2858931.5419531595,1211587.1476713438,605.79357383567187953355383597685,605.79357383567187953355383597685,0.00021189509610356286,3703.0109408126195,3472.148896898851,410.8742197598951,385.19655999746203,1521471.73106874,1337459.8108844198,0.6411231473977947,0.3169083291610589,1.0006595448254187,6.999050539624463e-05
19085,2022-04-03,14516154,1649029281,2582226.397731168,1182539.5503929947,591.26977519649737827181696807436,591.26977519649737827181696807436,0.00022897673717378424,3758.444225845848,3524.8772536987576,385.8253349082577,321.1809416546963,1450103.0021709816,1132123.3955601868,0.6594848841873721,0.2973892489697732,1.0005862863451576,6.158168993852797e-05
19086,2022-04-04,14522423,1649114559,2585701.5236433037,539149.3142917556,269.57465714587775026046789712846,269.57465714587775026046789712846,0.0001042559068326037,3763.0503352251776,3529.315950749215,385.87970403576963,321.20013901681455,1452084.749628395,1133616.7740149088,0.6595137603738962,0.2973907340418079,1.0006185048271692,3.2256325894319815e-05
19087,2022-04-05,14528972,1649202770,2514314.5628701593,742681.0739079228,371.3405369539613907930437287547,371.3405369539613907930437287547,0.00014769056443361884,3658.967980842146,3430.9932181263716,343.1133093392213,366.912398295156,1255440.612672997,1258873.950197162,0.6416387586343593,0.3164970430872625,1.0007950526007885,4.467140261277258e-05
19088,2022-04-06,14535398,1649289177,2336885.9434971786,2307249.2744592894,1153.62463722964477440452642839654,1153.62463722964477440452642839654,0.0004936589397697481,3397.92830075856,3185.029397075093,279.36226437858164,435.6735295678921,949252.9442959775,1387632.999201201,0.6075273059738182,0.353028625826674,1.001182563764233,0.0001454972880807
19089,2022-04-07,14541668,1649373653,2379052.7271044985,2172093.121890388,1086.04656094519391276603197924303,1086.04656094519391276603197924303,0.00045650377924452365,3456.688574749945,3241.9383228021798,421.68338724428804,284.22026840377254,1457628.146849187,921424.5802553116,0.6670800142273917,0.2896578344880507,1.0008979289213236,0.0001441474643619
19090,2022-04-08,14547968,1649459458,2339023.7524590255,789037.6729315883,394.51883646579411571683244367395,394.51883646579411571683244367395,0.00016866816168541887,3403.4210173067345,3190.7243806389615,317.7777386221532,394.1087251630188,1081531.434458842,1257492.3180001837,0.6235336472189347,0.336148285846832,1.001266784112221,5.056503436540183e-05
19091,2022-04-09,14554505,1649547395,2386346.2832258176,1405983.182097091,702.99159104854551051285864828603,702.99159104854551051285864828603,0.00029458909462974284,3470.1501219658458,3252.8345154436756,297.80662436533817,415.9180502232436,1033433.6938636149,1352912.589362203,0.6151728576349345,0.3451583367010832,1.001417062691329,9.11450557694593e-05
19092,2022-04-10,14560827,1649632611,2362599.6901637306,3655579.1420804826,1827.78957104024134908066981986212,1827.78957104024134908066981986212,0.0007736348983071159,3433.5893892890767,3217.6798753340922,246.71603458150426,470.9847437821479,847121.5585065298,1515478.1316572009,0.593865871989287,0.3680634232987423,1.00173607905363,0.0001722210606427
19093,2022-04-11,14567094,1649716858,2219343.108618055,2000576.1119614244,1000.28805598071213928635342604318,1000.28805598071213928635342604318,0.00045071357019851405,3201.916238755015,3001.506351295739,339.0304694056704,377.74231019229677,1085547.165422751,1133795.943195304,0.6195515655896535,0.3408207649245994,1.0017213787183823,0.0001607600012629
