day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token0PriceUSD,token1Balance,token1PriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI,outputTokenPriceUSD
19280,29586711,1665878369,9349370.746680450793757017074144177,11228.869139277867410022964253,2.2457738278555734820045928506,2259014853177767296858,1290.045245,4981874220335341071038,1273.245,2.4020588002170616e-07,3.497611826466506e-21,4.122351373508659e-18,1295.884828428938700858282022
19281,29773726,1665959802,9558027.467159552361914078803026399,12372.6259389187095569649889865,2.4745251877837419113929977973,2249413155190378088879,1318.878513,5003709189499623196379,1307.21,2.588949651260125e-07,3.444331857855461e-21,4.117823200255167e-18,1322.597105456123143963008666
19282,29954677,1666050986,9874721.724577795433917485668096002,234652.8899518605074318200718935,46.9305779903721014863640143787,2184145063826315598033,1339.934469,5210881574290450135968,1334.028967,4.752597521159886e-06,3.624796378309567e-21,4.261735180644635e-18,1340.42371895160326832933012
19283,30144789,1666137199,9574755.196794948918321954078026428,167208.9373635951797343641996825,33.4417874727190359468728399365,2113577918937622824956,1322.149031,5164231575351003544818,1310.587452,3.4927041773259466e-06,3.82677505936478e-21,4.42134141173598e-18,1320.72234715492036015091718
19284,30311692,1666223935,9482808.686780814283925365369415747,76982.997647272932440380366289,15.3965995294545864880760732578,2179173069978609859091,1300.602978,5115952534021673022132,1283.5338,1.6236328326350916e-06,3.691143173173934e-21,4.228255777797048e-18,1304.80983441724343797817982
19285,30477095,1666306724,9429442.049618217034434783915780959,53874.210763509429319543054546,10.7748421527018858639086109092,2202754431452177952608,1294.081691,5090959723869381225739,1281.83,1.142680775384599e-06,3.591109613803891e-21,3.808502862230931e-18,1297.671871905907843574463036
19286,30672287,1666396569,9473693.858948190555027277553139074,277820.1932530624239693480076505,55.5640386506124847938696015301,2416088727010523507176,1306.760361,4838019858500677777281,1299.1369,5.865086995409987e-06,3.7900874534706946e-21,4.1532568158739455e-18,1310.497077784401529436309152
19287,30836615,1666481311,9602256.514448449609215955098913587,163616.6740088628440862550987395,32.7233348017725688172510197479,2539498875344162427669,1321.962765,4727719053165139153554,1315.4,3.4078796741717937e-06,3.669172848973889e-21,4.113778932581558e-18,1325.72137982930274619945929
19288,31046311,1666567821,9973071.158520827510043031739067361,147595.3313090163317061270478325,29.5190662618032663412254095665,2626031623101396187463,1371.809072,4639578732439987377788,1365.3,2.959877232659938e-06,3.66402880177586e-21,4.513448924293648e-18,1377.113896577123825177549783
19289,31258847,1666655894,9833673.39434930996084959323453293,5229.699678054252915289783635,1.045939935610850583057956727,2627864061000588275736,1354.340163,4635021901921025497219,1344.275,1.0636309481377278e-07,3.564556954236018e-21,4.6021649885769646e-18,1358.371705506943884538813332
19290,31505826,1666735768,10941747.43375528259727305773278539,596732.805099601934140114536206,119.3465610199203868280229072412,2529083509422800146708,1481.247173,4854507411797561829288,1469.49,1.0907449814801642e-05,3.576907100921634e-21,5.178195884633159e-18,1486.961377696583691012158958
19291,31798121,1666824032,11567028.79288525596029457899826467,175531.6752839082775868774028865,35.1063350567816555173754805773,2532160928316209745286,1578.643042,4799263298008078307628,1571.978682,3.0350348119108297e-06,3.251492512116093e-21,5.225180122661966e-18,1583.093045029757740905268296
19292,32105068,1666915003,9903330.82792622642351873790180307,357141.6543434862167450962705985,71.4283308686972433490192541197,2392515026193295996612,1524.983409,4083948514166386618458,1515.24,7.212556271196936e-06,3.7069402595089285e-21,0.0,1534.10154439257921785091435
19293,32375411,1667001549,10369070.05565218440862750821599751,408561.9478531159348423475017465,81.7123895706231869684695003493,2308672713660325933929,1565.012889,4321476849926377924787,1554.73,7.880397097527731e-06,3.6793622485600186e-21,5.925096268749954e-18,1569.250949548332831058027174
19294,32660228,1667087988,12075413.71620376403656413513902605,137904.452592781032634087282132,27.5808905185562065268174564264,2343317264519986620136,1630.894502,5083036784820728998079,1621.59832,2.2840534632404304e-06,3.1172200024600306e-21,4.678109551251718e-18,1632.024307973668227670299849
19295,32945461,1667174227,11882360.79281924193605355583564809,64508.537320619760533871634284,12.9017074641239521067743268568,2330693362242796428689,1601.814781,5096231561132427894571,1590.354189,1.0857865443642078e-06,3.0608711162076576e-21,4.5941375464747575e-18,1605.838244916175945706780166
19296,33209793,1667260263,11729558.01531833778104518563617666,65019.585880400209584601929415,13.003917176080041916920385883,2291476351625516943560,1583.481423,5139124306841218315969,1572.1463,1.1086451134047372e-06,3.0174896459670867e-21,4.650535008365068e-18,1584.493693790788807932807975
19297,33500245,1667346678,11841639.34745487250945606896127483,1231.853850429953051308817958,0.2463707700859906102617635916,2293123394306646009425,1594.424029,5151490304538454347389,1579.058294,2.0805461377181966e-08,3.0279056567561017e-21,4.411645757831806e-18,1596.629489473588909089166608
19298,33814786,1667432926,11421976.78453511561761301930998946,278315.181072753746157150510694,55.6630362145507492314301021388,2363116295567865863052,1536.877171,5073621111125194652060,1519.666509,4.873327731668673e-06,3.043088343638267e-21,4.725714014307932e-18,1541.536223507880887893079232
19299,34110681,1667519646,11443993.61568355043787961576311551,304003.863327914303340747034429,60.8007726655828606681494068858,2245523181698229802356,1545.233119,5171720556574927961726,1529.017385,5.312898163649599e-06,3.0966137630130008e-21,5.143060246721981e-18,1548.815434435173215838220382
19300,34454812,1667606241,12250810.53690127965970036873044769,74534.168440766428719593587742,14.9068336881532857439187175484,2282287816138742517628,1658.4029,5111482174936350336352,1643.51,1.2168038713235883e-06,3.2476472718864062e-21,5.795868840307008e-18,1663.17126616561826625862392
19301,34811511,1667691978,12054674.02798174791275076888831997,38401.609049879719151005572032,7.6803218099759438302011144064,2311017124911123679065,1644.89191,5022725157017344026989,1627.857139,6.371239730040067e-07,3.154310960768708e-21,5.560904796189613e-18,1649.8348694513308135399225
19302,35207364,1667779112,11854375.58429523993282130910799442,58664.046710465252930444491418,11.7328093420930505860888982836,2296301563785753093310,1589.254914,5163023897603224468413,1568.35,9.897450320063048e-07,3.091407496574099e-21,5.582183439069455e-18,1595.227269960523267008734222
19303,35557898,1667865478,11716508.57301109304423446159854308,167804.1150669912407147107366285,33.5608230133982481429421473257,2202605866976573648282,1578.751214,5269759588454714612564,1568.367164,2.8644047673643496e-06,3.2291653372160732e-21,5.757412672427761e-18,1574.15555552586858614861213
19304,36034881,1667951804,6408363.554693389361331765858860045,738038.438017068757982073815572,147.6076876034137515964147631144,1602455766196242961277,1339.6157,3199793421895277962326,1333.2903,2.303360075370694e-05,4.6097761334167255e-21,7.64740143875786e-18,1339.228697369006508764942772
19305,36534195,1668038144,4823077.60155284527223793169136169,1184209.352309210336368072833357,236.8418704618420672736145666714,1579390314442081471432,1102.331977,2816578685920640472341,1095.270857,4.910596304434084e-05,4.408914866074448e-21,8.464864756664457e-18,1100.925782058041896563268872
19306,36871483,1668124779,7083778.200009286353392854166832111,924241.3838732218254774363476435,184.8482767746443650954872695287,2458055105953261997813,1305.926856,2966512872139888598954,1297.304023,2.6094588446374853e-05,3.884922913203256e-21,9.340973474108324e-18,1309.919679254168189037167688
19307,37273163,1668211126,7607192.876862321517461363405697107,309826.9188113595853455951940335,61.9653837622719170691190388067,2586470627809028772185,1287.781486,3326494375151326569054,1288.786557,8.145630689967505e-06,3.289944109546978e-21,8.136218904982346e-18,1290.589380412786784214049204
19308,37603902,1668297589,6786174.97362165064766984750931304,820865.814449346201202226347058,164.1731628898692402404452694116,2100292145363903319178,1255.33091,3297444816700923676851,1253.671601,2.419229735867733e-05,3.3748923240441275e-21,8.288097388717583e-18,1261.467502440649424083573504
19309,37908281,1668383978,7652916.739971308221351648977689926,329834.580596708996691377468265,65.966916119341799338275493653,2636516003589679325451,1221.92939,3625185969317270835343,1220.90714,8.619839776224866e-06,3.3141306742004574e-21,7.640053969653556e-18,1226.161446176800832583866887
19310,38235083,1668469465,7884194.886237939198733461962021993,133726.82986142432894091467643,26.745365972284865788182935286,2776984371790114787520,1240.098491,3595285682838448979123,1243.16,3.392276111663548e-06,2.940643522648323e-21,7.189148742954574e-18,1241.252031705474270961549408
19311,38538920,1668556556,8075113.881915088371388696519544573,82561.7214891787270370355827685,16.5123442978357454074071165537,2840104154394727634388,1252.043117,3611183127687431555647,1250.511608,2.0448435203888036e-06,2.8638484925248756e-21,7.016492080837283e-18,1255.72958732679987935638556
19312,38836476,1668642917,7636718.40155522394521035966339553,40684.0324755261978588575211655,8.1368064951052395717715042331,2788659295079228557202,1214.446822,3500235858132631449289,1214.870661,1.0654846842916418e-06,2.916563131320667e-21,7.220224988854289e-18,1218.219388720352959867258477
19313,39155710,1668728843,7119560.120084730660330654841878906,311591.5471676852021940602690475,62.3183094335370404388120538095,2422866312352357873959,1203.756781,3492573870100850908535,1198.96,8.753112324697299e-06,2.9645340707607905e-21,6.440628908532309e-18,1207.568825669728796836963161
19314,39473448,1668814953,7290898.355621052041573166908008642,104931.2305060463141358395322325,20.9862461012092628271679064465,2487564651943089562685,1214.536874,3516530966245781893381,1210.05,2.878417045140882e-06,2.882046995422925e-21,6.457246330928272e-18,1218.353866189244789927852468
19315,39869088,1668902217,7458639.961071123662202476110058345,54880.8941140650952553002523965,10.9761788228130190510600504793,2437850326772292736871,1221.229764,3651072884319170603402,1217.213079,1.4716059335349318e-06,2.8009717913275602e-21,6.422468097856469e-18,1229.095390886767218289300224
19316,40262241,1668988074,6792530.22212248185005446000571441,32445.6317421123067537070388435,6.4891263484224613507414077687,2399138219298850213301,1146.00565,3527802031547925409628,1140.07396,9.553327164137056e-07,2.9390404738745248e-21,6.584559148590288e-18,1149.902617758067393371521568
19317,40680579,1669074735,6524869.16664205583419693686371551,104526.898195440857582904953336,20.9053796390881715165809906672,2473423126351867621681,1110.283778,3404173173942723957057,1108.43,3.203953842624996e-06,2.9285889844349302e-21,6.6802421987917644e-18,1113.804679060626163703469993
19318,41065654,1669161038,6713059.126043605618116678298623394,312580.16641877063442428474318,62.516033283754126884856948636,2190929701695524818514,1137.184906,3723329641351079357280,1137.67,9.31259983115901e-06,3.580559017250879e-21,6.573449369872346e-18,1139.09757336821621766230211
19319,41475834,1669246982,7596277.946230695189352845250859555,147921.986533183594483257182993,29.5843973066367188966514365986,2330494061557732747894,1183.627771,4111099491206064698739,1182.64,3.894591208490024e-06,3.458812764415338e-21,6.310412028484371e-18,1183.521004893873361602780088
19320,41905010,1669334003,7716513.230540766750713720035523915,48526.957847739882208613107797,9.7053915695479764417226215594,2368949720137921763197,1205.787198,4032908739118437463067,1202.71,1.25774313858953e-06,3.3100752078273626e-21,6.377174733790094e-18,1209.657251263110356266344246
19321,42266992,1669420348,7788448.271638212217755340558863791,79834.0605991626387659536253595,15.9668121198325277531907250719,2419625329432504466642,1200.018404,4072874991179753237127,1199.88,2.0500633197983723e-06,3.238433016154347e-21,6.1477699875827405e-18,1203.873362352324502542829476
19322,42630763,1669506944,7870127.123347640181826181346703977,93667.731278054599440448631517,18.7335462556109198880897263034,2293227797650560176111,1210.130419,4213377404259024096659,1204.6,2.3803359160534645e-06,3.3352647941951093e-21,5.987634365292209e-18,1214.026150496474495767273848
19323,42996497,1669593241,7835724.036153502511792419918960842,85955.3228251614481531199915635,17.1910645650322896306239983127,2365624657772896358129,1206.270983,4136205550050706025219,1196.755,2.193934406790473e-06,3.268214773877122e-21,5.854288003786916e-18,1209.51841260865936694317204
19324,43332003,1669679776,7608313.415766602849237801347787735,83272.68861793760044938810735,16.65453772358752008987762147,2437446613564667588675,1173.220177,4049648869352328860439,1168.667603,2.188992068738198e-06,3.1302854575825686e-21,5.9542615534848205e-18,1177.002812153924929491570108
19325,43677700,1669766203,7932406.01947603742235097387653382,42004.2053135938657668157753745,8.4008410627187731533631550749,2472008204459452276822,1220.014555,4031749975378485002243,1215.989881,1.0590533366664052e-06,3.1112654558331638e-21,5.841939354241831e-18,1223.968328851522939190989593
19326,44046687,1669852694,8464117.913163461075971557009262064,124808.8697180583061866930554025,24.9617739436116612373386110805,2537969052376907290322,1298.158165,3982996258758001142980,1294.202787,2.949128804643768e-06,2.940922472161806e-21,6.1892304632311854e-18,1302.510420815257696588252308
19327,44404123,1669938837,8612339.286119113199036407362938409,106902.1819878117865895374352355,21.3804363975623573179074870471,2582734326469784979066,1280.307154,4145940368702933101201,1276.1023,2.4825353120983225e-06,2.7984439246954714e-21,6.322285894827572e-18,1284.446528586788527231093032
19328,44759323,1670025147,8693710.851221090965918545838831322,56914.67817266173170866385299,11.382935634532346341732770598,2555920528692809533943,1293.623696,4166536891863347246051,1293.83,1.309329908635452e-06,2.7999965313510176e-21,6.616660656578953e-18,1297.80925935021397961552288
19329,45104021,1670111466,8823013.259690643344274989497069963,196287.153647241751772959782918,39.2574307294483503545919565836,2730394769062736181548,1249.545629,4332542197228904607515,1242.62982,4.44943576236049e-06,2.682687819505198e-21,6.11472945498758e-18,1253.587216435744787459437068
19330,45452892,1670197966,9151341.361697971702320842306824201,9959.2194091262783467201357405,1.9918438818252556693440271481,2726262044557888973331,1288.263617,4379374385404423286985,1281.257878,2.176559482484087e-07,2.727487931198853e-21,6.076446600609907e-18,1292.443195355887462128334973
19331,45824337,1670284723,9566827.3735673297426337081417367,84101.535543297398821581103845,16.820307108659479764316220769,2714502180627814016615,1267.448131,4836801536067411417658,1259.875,1.7581907200639113e-06,2.6091049466713885e-21,5.576555833329296e-18,1271.568580080606439752586172
19332,46171115,1670370929,11014804.56283148497503158368547039,288327.130062413575141818190263,57.6654260124827150283636380526,3025279611318085808501,1275.556187,5614229324472354729298,1271.745,5.235265472350708e-06,2.2616139139003906e-21,4.995142088885395e-18,1279.716154198840196197008564
19333,46521439,1670457599,11335288.57554714709929094206481895,317500.931100532943084874570995,63.500186220106588616974914199,3165542000037428335029,1241.645922,5972897000803730002343,1233.008076,5.6019911444593705e-06,2.1323024388238268e-21,4.669722037364464e-18,1245.09660006770560876308628
19334,46928435,1670543498,11712877.03045030244065688230909752,57014.1981352877419445542799255,11.4028396270575483889108559851,3123469012789860463727,1288.200905,5977642519154462742478,1281.769432,9.735302093083758e-07,2.043205488989765e-21,4.7784853943182e-18,1291.882613048110889158644624
19335,47292228,1670630389,11771500.99676262415824377250008844,222536.0528547187211371078525075,44.5072105709437442274215705015,3181573608666721845432,1272.538185,6073877297618092399946,1262.06,3.780929091641247e-06,1.9508628058805663e-21,4.677934226554987e-18,1276.700992919533180779623788
19336,47746080,1670716447,11810270.56194124006260730409177207,13150.4241881790243643560784905,2.6300848376358048728712156981,3190755506548973037468,1275.112621,6073503809079452582086,1264.5,2.2269471506531693e-07,1.9358395125565136e-21,4.570153857579617e-18,1279.682180042312472602468292
19337,48170364,1670803114,11951800.11792023921651418682337769,25957.9391941590557601101240405,5.1915878388318111520220248081,3314981445969667531659,1274.106543,6070178673410267500288,1262.601518,4.3437706350591244e-07,1.9022178255685787e-21,4.392020126385027e-18,1278.25902913435705507917472
19338,48618988,1670889412,12407058.46291410103416278102357003,39814.9057671909660575063283335,7.9629811534381932115012656667,3455149174291604887734,1280.481279,6238528281901111963811,1275.055,6.418105610802362e-07,1.788694984917754e-21,4.323482239809726e-18,1284.690573816957140237933067
19339,49131348,1670975912,12985547.19330778467645375464555597,141577.546434023522665155935283,28.3155092868047045330311870566,3371731704730873787138,1330.54557,6382221400589067339122,1320.21,2.180540324199611e-06,1.8058955099790698e-21,4.5079699828880865e-18,1336.387578973320008237242439
19340,49720960,1671062075,13350752.89624444293089239960274269,156701.6512850525972851244530175,31.3403302570105194570248906035,3392084854677937140295,1319.349676,6734446505985081125043,1307.78,2.3474578924928297e-06,1.7276250251400895e-21,4.452631947331706e-18,1323.53542694590553062433504
19341,50195883,1671148586,13246026.71924919006954190914596517,122609.1700679745517553516012925,24.5218340135949103510703202585,3700032289668938870348,1277.749896,6674557529175536408202,1265.520361,1.8512595915241258e-06,1.652197702262606e-21,4.135016411288181e-18,1281.559184845281578894635008
19342,50664016,1671234879,11773570.30384216328889384330482064,270354.420452212579104398214427,54.0708840904425158208796428854,3530520995400087971198,1173.884047,6503189121769060877266,1164.619523,4.592564761158061e-06,1.644605893968606e-21,4.125575572377692e-18,1177.84339023927912539025004
19343,51201569,1671321094,11968809.6306331901769835282375825,148262.727158450923655359014435,29.652545431690184731071802887,3505576598885971826344,1192.533432,6528788715931043976571,1187.47,2.477484925133818e-06,1.6509599592307596e-21,4.049169118948829e-18,1197.32233188497186982105406
19344,51638563,1671407051,11986698.94807046689725345679595943,442.883637763289843588123925,0.088576727552657968717624785,3505649201312928017444,1195.831738,6523031366072653672755,1188.703549,7.389584733578081e-09,1.6544507232097366e-21,4.032550752678883e-18,1199.79017022469910397815356
19345,52049790,1671493879,11450060.08065432456099974635275844,32668.6115656818379670544639785,6.5337223131363675934108927957,3482076758875922827792,1175.87031,6256862552556375049934,1168.46,5.706277754974882e-07,1.6334458057345581e-21,3.990564469127392e-18,1180.110730623819700975331754
19346,52587472,1671580390,10492585.95297281936328539060953891,733686.367824197224016105312946,146.7372735648394448032210625892,3747686058593299781022,1224.240407,4824701002108405531581,1218.205,1.398485313558618e-05,1.8140541209767893e-21,4.8114847355215045e-18,1228.17463113249540174918018
19347,53187234,1671666362,10396894.36708319294875587781160926,209555.841439275705462120233794,41.9111682878551410924240467588,3863162160702165493596,1218.070544,4672355287312717676339,1212.14,4.031123796019979e-06,1.7768872967108716e-21,4.757822785725789e-18,1222.20949104109379549903033
19348,53733768,1671753472,10381277.37580313082550189604408905,64085.0000108504954042613291185,12.8170000021700990808522658237,3875585708921650539437,1222.066893,4619490550930822473363,1217.295,1.2346264855656582e-06,1.799011189257466e-21,4.79609155364724e-18,1226.177582168618919344969088
19349,54235824,1671839839,10483694.77794819862915668790172563,190115.940013955755235679993504,38.0231880027911510471359987008,3974874828648818459710,1223.608502,4593197761775975606322,1219.714906,3.626888116083899e-06,1.7784996350907907e-21,4.7719451729541724e-18,1227.71613759145734295431118
19350,54696590,1671925918,10439676.03863649457642287460032806,11472.8019980921137033488587465,2.2945603996184227406697717493,3992305876374573332049,1219.959781,4565278497520965026114,1221.645634,2.1979229921756373e-07,1.786803598572293e-21,4.673605721317833e-18,1224.056135183198962718350722
19351,55219246,1672012641,10413786.8677810765611959412172449,33.275202772311668477614637,0.0066550405544623336955229274,3993177203328080996573,1216.507665,4567504476209305088587,1216.92,6.390605683559914e-10,1.780558764909405e-21,4.69154724844358e-18,1220.579104410577504152187288
19352,55725825,1672098722,10452051.42951293830124501394324766,2171.263766143743031134440389,0.4342527532287486062268880778,3995737347471738091583,1220.495465,4568230307435848424324,1225.09,4.154713131266946e-08,1.8060231036499444e-21,4.732835448244639e-18,1224.594096254077393542095545
19353,56246615,1672185017,9773082.526800998415280749688664666,6785.282299536543610125709031,1.3570564599073087220251418062,3762048882274647441514,1210.223782,4315461052349571636962,1212.639868,1.3885654359162678e-07,1.9131840506354916e-21,5.031817344853263e-18,1214.00485986935245962562001
19354,56846884,1672271939,9617548.511099009444262799637292613,15975.8513717280506864963450875,3.1951702743456101372992690175,3768385027689220341915,1189.263628,4318779021431329086543,1190.34395,3.322229433683922e-07,1.8934013516924515e-21,4.885434895842671e-18,1193.258954891787642640992756
19355,57412030,1672357941,10035602.04613463413538758270073577,22244.864373788741562730947126,4.4489728747577483125461894252,3792016767170525007753,1197.678255,4587574197656923722832,1201.01,4.433189811936932e-07,1.8157228719479947e-21,4.912297351035496e-18,1201.70660989289837930440827
19356,57994641,1672444207,11455301.6291547009048108089813514,169801.09807661378195827979565,33.96021961532275639165595913,4454995418781974112772,1196.180435,5122281314935924011969,1198.940112,2.9645853697026326e-06,1.6178801977840035e-21,4.315918728895702e-18,1200.147905532828988473401911
19357,58460189,1672530493,11738858.06349504317763336543698483,19430.719972595564188041145179,3.8861439945191128376082290358,4465921343538833486077,1194.804599,5359402902357810024824,1196.23,3.310495768412145e-07,1.5755040953343821e-21,4.2188446558951706e-18,1198.83121946873655799142638
19358,58840346,1672617454,11295539.22883929093674077858923689,1491.819864798950277727030051,0.2983639729597900555454060102,4468257377934852542275,1197.187112,4967079070971489826041,1199.28,2.6414318689453958e-08,1.6494917543234144e-21,4.415290703199799e-18,1201.208987543560243775911079
19359,59235634,1672702215,11501439.85495446919112281336407292,4052.473953434690446299867774,0.8104947906869380892599735548,4468725290958590355850,1218.266306,4972986118773881830331,1215.212761,7.046898483217313e-08,1.652240077491284e-21,4.504620983811983e-18,1222.280322712078582558567229
19360,59745772,1672790356,10878877.4458674113923035668206386,23920.2765479883369270732467905,4.7840553095976673854146493581,4212127313113686465938,1213.330448,4754161253824036301983,1214.585,4.397563382254112e-07,1.7169635353501764e-21,4.7512113016285135e-18,1217.4335181343090141975688
19361,60271774,1672876325,11175649.67486651140783540226747345,597701.1029781505259181626643755,119.5402205956301051836325328751,4553496878182142505405,1252.812414,4367106547059233972609,1256.42,1.0696489606726866e-05,1.736768130730559e-21,4.9784030933039115e-18,1257.045931686352409458584179
19362,60784586,1672962430,11462232.07805393266005468896251875,75992.2217446118303596960907725,15.1984443489223660719392181545,4585707420691469174962,1249.643627,4582567985822801367680,1249.805988,1.3259585258286596e-06,1.640527796628356e-21,4.609505238017031e-18,1254.462591615847925936058616
19363,61417483,1673049250,11597563.43345072332902260769872397,4120.9086462255005974970234335,0.8241817292451001194994046867,4572411811373406112753,1265.251935,4593629911158987005156,1269.35,7.106507620970814e-08,1.627903487043771e-21,4.8340765743242645e-18,1269.583696058209074065331944
19364,62109436,1673135783,11191087.35151160643995171748978502,5806.5699108624397912408321025,1.1613139821724879582481664205,4557012161832266928858,1260.657379,4318639629027190382935,1263.45,1.0377132674383304e-07,1.7011835745117974e-21,5.059506236457761e-18,1265.174834220345018456052186
19365,62698573,1673220172,11576240.94799476738950124267599037,717.0740989407917828022979,0.14341481978815835656045958,4554997840903463134860,1279.757678,4489767207415976324335,1285.920645,1.2388721039276625e-08,1.6470466888314964e-21,5.5314715370787315e-18,1284.249968480333143005266268
19366,63354640,1673308768,13357718.69850875808201242633125466,22965.4410363988316121912228215,4.5930882072797663224382445643,4833650181594750270196,1320.132991,5284834356025025633232,1321.3168,3.438527424441521e-07,1.6845718893064894e-21,4.8425183073403334e-18,1324.645827414599714872148609
19367,63951715,1673395172,14563135.58637924377398611544736879,322953.776473330533481526963714,64.5907552946661066963053927428,5298297396517251391695,1333.505031,5622640628863987793327,1334.73,4.435223095435382e-06,1.5493162274290193e-21,4.480507544602657e-18,1338.080171432243724815202516
19368,64560293,1673480733,15285166.10295328510017567279723085,3748.4027566950671001994552175,0.7496805513390134200398910435,5351007264657426432100,1385.971399,5686159060438691134668,1388.27832,4.904628096872077e-08,1.5237661846966071e-21,4.351636696272928e-18,1389.634765583477098503614643
19369,65363828,1673567793,15063190.69739257970848201852217009,98724.2663872270068611924984545,19.7448532774454013722384996909,5294260499207292783111,1415.240569,5347540883703295198035,1416.75,1.3108015210126239e-06,1.5883323008979276e-21,0.0,1420.335746600062355916867963
19370,66095556,1673653617,15808500.08957429954607454542860564,37911.8632839142549390354650145,7.5823726567828509878070930029,5288048468027525164397,1446.294767,5644290415843128561506,1450.264895,4.796389672530301e-07,1.713361798079701e-21,5.206448389321487e-18,1451.005681760318806338433712
19371,66835772,1673740611,17039212.8678041127743743586360339,93948.662970406358940653491366,18.7897325940812717881306982732,5248028059895117248512,1546.109109,5772703430392539039235,1553.095,1.1027347765332985e-06,1.6955919000823237e-21,5.298127617583518e-18,1551.432686815592806224633696
19372,67505580,1673826753,16863134.76564170486260324053118156,31281.12995741492523177058568,6.256225991482985046354117136,5205312801676044095830,1548.91957,5679757778180091657417,1552.828432,3.710001775132533e-07,1.7309310904167495e-21,5.622639998285953e-18,1554.53796310042829048575658
19373,68195421,1673913329,17220374.46340936186248027619629189,56074.3384674095710478288732445,11.2148676934819142095657746489,5218724732658258638347,1576.048804,5706002742604909070634,1577.52,6.512557387942856e-07,1.7417741880727514e-21,5.41520152459467e-18,1581.710597579531939987910345
19374,68795249,1673998171,17230964.01316527169852556310755169,552133.328966070846382858824386,110.4266657932141692765717648772,5559961914689970853069,1575.230473,5384047740588472357776,1577.2,6.408617980331394e-06,1.846605947506431e-21,5.267218766219245e-18,1579.904997523856298031880316
19375,69033347,1674084818,16372020.84838926997754824676514077,151000.1881973521225236054070235,30.2000376394704245047210814047,5460412443639855479792,1527.193182,5258476161042539149340,1523.91,1.8446127035344936e-06,1.9628072951982296e-21,5.3475760707914664e-18,1532.681003210524717399996665
19376,69203883,1674172463,17054548.02856192438765353093442802,2567.113326302428756005546311,0.5134226652604857512011092622,5435450707029503898465,1545.849309,5597046170168299889058,1549.333332,3.0104735956686546e-08,1.8324571898331123e-21,5.3111894815534434e-18,1551.202582494131422850160551
19377,69401362,1674258865,19321976.29399329894299906241056158,22241.4549002390748402134239545,4.4482909800478149680426847909,5429898877801854968876,1653.559713,6254296739765895881834,1661.857301,2.3021925461272164e-07,1.877291766460283e-21,5.750712852533227e-18,1659.43375023629711244269491
19378,69639618,1674345588,19323528.67354404051282807929731863,103773.080040785378664952617882,20.7546160081570757329905235764,5585967334320236294937,1624.837531,6305808212164132633335,1626.381,1.0740593169493078e-06,1.8116167760010733e-21,5.982581371177779e-18,1630.603575409658735680887235
19379,69833055,1674431983,19434944.1396094773635762247832433,65475.1470572427773712274628355,13.0950294114485554742454925671,5630284734088414005026,1627.510862,6316312328566793996549,1630.7,6.737878595061238e-07,1.932584992291818e-21,5.860408387045524e-18,1632.48135239247532748142905
19380,70019612,1674517733,19629186.77302617614375628590583805,43324.0563296010170153100373285,8.6648112659202034030620074657,5709589203036810911667,1626.533972,6363612556219665647032,1628.155,4.414248723654268e-07,1.9162676689866937e-21,5.773494678375005e-18,1631.509121632368544009495392
19381,70222574,1674604609,21290709.02203635131307513547796847,8443.587131324181342364606785,1.688717426264836268472921357,6190395290948700423664,1556.613425,7484434587992818498092,1554.6025,7.931710609153395e-08,1.634333555581555e-21,4.801259138777911e-18,1562.36485492938921240998128
19382,70460020,1674690477,27164316.80634548196826446078958807,66723.647834858244774365694645,13.344729566971648954873138929,6847762153986121923688,1606.748501,10027812987506559988129,1614.077242,4.912595322056608e-07,1.335815032064245e-21,4.517413785828061e-18,1615.364905479806584458174348
19383,70665746,1674777280,27439508.94360622703293429160227586,19661.905692275788914104330139,3.9323811384551577828208660278,6882849556411984301709,1602.057772,10243801442411656683714,1600.64,1.433109151675054e-07,1.4532012862061502e-21,4.557238767202718e-18,1607.816509083392642617300432
19384,70856291,1674863993,27130101.82214263653904588161917859,236147.0820440329040918436770415,47.2294164088065808183687354083,6966359102159976967803,1600.252966,9989866672222919739985,1598.358159,1.7408492131149905e-06,1.5814246310999118e-21,4.743423729306032e-18,1605.656393614226211398312424
19385,71006599,1674949496,27790830.23122772503359488945947411,1889.621795325675015306590026,0.3779243590651350030613180052,6966956660371902939342,1574.139225,10687810409300047329452,1570.06,1.3598886968136442e-08,1.456979745766586e-21,4.404193452570052e-18,1579.709889891085935362839186
19386,71165626,1675035999,29105955.92508294521634642269405773,1997.5892151577237734492679395,0.3995178430315447546898535879,6953350069896825753323,1643.632698,10755813151326895805428,1643.41,1.3726326118952446e-08,1.4225465224567674e-21,4.656588723316124e-18,1649.387313125375167617126714
19387,71369332,1675123081,29289466.26117803840518512612357675,17207.8000198227005235058592525,3.4415600039645401047011718505,6964855104599353924600,1565.633807,11749686775780053737946,1565.747278,1.1750162919582402e-07,1.2849753024151037e-21,4.11084301071786e-18,1570.66135633196434000935585
19388,71535839,1675209034,29748034.11865662604805122708165419,71602.2130594417082354109674045,14.3204426118883416470821934809,6993299378260722716058,1587.230064,11749519247690464893796,1585.8056,4.81391225879602e-07,1.2915092843465734e-21,4.1152026554916764e-18,1592.845227893372813557708752
