day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token0PriceUSD,token1Balance,token1PriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI,dailyLDORewardROI
19286,30669687,1666394676,1888.319890314414018900290120304044,2138.8780661310055274072353245,0.4277756132262011054814470649,624542979461378800,0,639245916850315431,1300.878314,0.00022653768327090726,0.0,,
19287,30801186,1666457246,1888.319890314414018900290120304044,1250.7137449008367730687339095,0.2501427489801673546137467819,654329685440279690,1427.147971,606996875544299260,1313.412643,0.0001324684182289249,0.0,,
19288,31044380,1666566801,1888.319890314414018900290120304044,2617.164322046109550527098778,0.5234328644092219101054197556,579492688108304176,1483.212998,689040003660475539,1367.3997,0.00027719501716526844,0.0,,
19289,31239429,1666643970,3517.874470505619918149385433849874,3681.425973565756145802381265,0.736285194713151229160476253,1220197272195468794,1462.822278,1076764587057907156,1349.457495,0.00020929831376482452,0.0,,
19290,31484072,1666727508,5552.043298821735878269196826506834,801.6836149703637875613455175,0.1603367229940727575122691035,1645967237800041432,1621.776529,1612383100771648276,1491.5734,2.8878867538388916e-05,0.0,,
19291,31804413,1666826739,5552.043298821735878269196826506834,4751.0266239960966937736154975,0.9502053247992193387547230995,1721752710678218629,1706.458066,1530500520798007493,1575.870511,0.0001711451574955969,0.0,,
19292,32061513,1666898810,109488.6684009060703077644087519066,11119.2835537218425148020262395,2.2238567107443685029604052479,30843323289188819254,1691.928057,31378319911982916168,1563.344875,2.0311295618295826e-05,0.0,,
19293,32367168,1666995791,109023.2726019825755871529637677048,2001.0265006046888060881663605,0.4002053001209377612176332721,31159542802248882711,1689.869977,32732373360122202420,1557.97,3.6708244998477513e-06,0.0,,
19294,32656091,1667085645,111943.0605827130206402303070184919,74174.5788195323957523637456115,14.8349157639064791504727491223,32948779254200134931,1756.353215,29116914961323810682,1616.622529,0.00013252197757220678,0.0,,
19295,32943999,1667173340,6062.878164496718935656100339953032,1392.2598926512793077761447775,0.2784519785302558615552289555,1575799425438743960,1702.276376,1714037033501712692,1590.39,4.592735842208207e-05,0.0,,
19296,33184210,1667245783,4120.82403514391318092919908474426,117.4398478610534287958670485,0.0234879695722106857591734097,1165701371940625404,1691.72334,1161751612210448313,1566.492141,5.699823475085707e-06,0.0,,
19297,33499922,1667346480,4120.82403514391318092919908474426,208.283092082078880363849304,0.0416566184164157760727698608,1162717373215538242,1708.373912,1165034858069826591,1581.410941,1.0108807864920392e-05,0.0,,
19298,33800257,1667426230,4120.82403514391318092919908474426,919.3808581833389587510743385,0.1838761716366677917502148677,1156158871858348990,1639.394601,1172316139287836164,1508.651231,4.462121412331701e-05,0.0,,
19299,34109638,1667519113,2221.434582897834494761659833860005,177.1145543954339616515449555,0.0354229108790867923303089911,637589509928878650,1655.37845,644735336950118841,1529.017385,1.594596174553024e-05,0.0,,
19300,34448069,1667603275,2221.434582897834494761659833860005,12.663289949127428266448452,0.0025326579898254856532896904,644641336810955559,1781.846174,637037681401356822,1649.8,1.140100189905959e-06,0.0,,
19301,34806946,1667690283,2221.434582897834494761659833860005,321.518463716617841749719761,0.0643036927433235683499439522,634911144709126051,1777.250878,647701198897344347,1626.5,2.8946921614698274e-05,0.0,,
19302,35181297,1667772122,2221.434582897834494761659833860005,446.231163873362004946096179,0.0892462327746724009892192358,634859847960605356,1755.522537,647813581991338162,1606,4.01750442987395e-05,0.0,,
19303,35548457,1667862099,2221.434582897834494761659833860005,150.191844820849924041932207,0.0300383689641699848083864414,656481724240774640,1704.022448,624224961501150459,1559.3,1.3522058761228656e-05,0.0,,
19304,36030915,1667950732,2221.434582897834494761659833860005,659.796783673439577292763127,0.1319593567346879154585526254,718484492346312291,1444.656247,556801737789047381,1336.16,5.94027651098096e-05,0.0,,
19305,36501424,1668029472,2221.434582897834494761659833860005,307.111184310896159218045997,0.0614222368621792318436091994,741823398487897312,1201.341797,531513322925239312,1105.96156,2.7649806721769257e-05,0.0,,
19306,36869922,1668124097,2221.434582897834494761659833860005,4068.7464069335422237539363485,0.8137492813867084447507872697,767891259798285074,1400.957972,503935595649965515,1294.130369,0.00036631701318216734,0.0,,
19307,37272941,1668211066,2221.434582897834494761659833860005,25635.342915663016883493667114,5.1270685831326033766987334228,787500060187411480,1389.496275,486750430302416377,1288.786557,0.002307998904223596,0.0,,
19308,37545223,1668272247,2221.434582897834494761659833860005,520.8500977624334183571715885,0.1041700195524866836714343177,806843592621887178,1369.223088,465939749796386095,1268.19,4.689312949139297e-05,0.0,,
