day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyLDORewardROI
19341,36879586,1671148269,4464158.456906591,4114.183104799062404570393365374539,0.2057091552399531202285196682687268,3568461.091131227,1351593.4373772533,0.8875508707810374,0.9595842005873938,2445032.1463098265,1.8258076744079368,4.608183308545257e-08,0.0,0.0
19342,36917021,1671231221,4349273.0392326815,46665.95397150440796841511771871085,2.333297698575220398420755885935541,3502037.383186806,1320103.957481606,0.8875508707810374,0.9401052873480066,2396341.6167377545,1.814963696684256,5.364799306752357e-07,0.0,0.0
19343,36953876,1671312772,4309638.980628554,2152.515536312547877332393258906269,0.1076257768156273938666196629453136,3505402.7111383667,1321071.184101747,0.8751328244666038,0.9401052873480066,2398488.5719849,1.7968144734840477,2.497326528670196e-08,0.0,0.0
19344,36998224,1671407849,4308446.246550007,5107.685327881892140211312462016495,0.2553842663940946070105656231008246,3506652.4920708677,1318639.0539704286,0.8751328244666038,0.9401052873480066,2397847.1319165747,1.7967977145842111,5.927512510428034e-08,0.0,0.0
19345,37035147,1671490173,4293094.73519296,41676.20954130815466843419388258679,2.083810477065407733421709694129341,3494700.7181630894,1313435.2520499572,0.8751328244666038,0.9401052873480066,2389306.8313622763,1.7967950699514088,4.85387635729266e-07,0.0,0.0
19346,37075545,1671579443,4118583.2376613375,26982.68156591186878683540893160778,1.349134078295593439341770446580393,3486708.9027660345,1310632.1682808683,0.8751328244666038,0.8143015663126417,2383939.3336126273,1.7276376036885246,3.2757860498118496e-07,0.0,0.0
19347,37116903,1671666433,3810608.9977807775,184329.2060947729015303966681078981,9.216460304738645076519833405394903,3535927.018268879,1327222.5774661996,0.7720322167285656,0.8143015663126417,2416600.3276167046,1.5768470086813526,2.4186318538863804e-06,0.0,0.0
19348,37156698,1671752038,3437289.7642697617,12325.85711962094414259419214325937,0.6162928559810472071297096071629678,3189824.28057466,1196906.274387421,0.7720322167285656,0.8143015663126417,2179848.859095773,1.5768477479193626,1.7929616012805835e-07,0.0,0.0
19349,37196914,1671838649,3427275.3642583783,24982.96400308362270634774813802197,1.2491482001541811353173874069011,3180660.472821486,1193296.2540710678,0.7720322167285656,0.8143015663126417,2173495.5490678656,1.5768494974504152,3.6447266921736885e-07,0.0,0.0
19350,37237651,1671926339,3423802.026910563,24084.93544923352488397101210843195,1.204246772461676244198550605421596,3155361.1238813875,1182954.239503638,0.7720322167285656,0.8349955990484785,2155767.0315031344,1.5882059503077548,3.5172634031738616e-07,0.0,0.0
19351,37276049,1672009518,3462150.261292724,10504.29489499483242904549348415065,0.5252147447497416214522746742075322,3128501.665628529,1173823.1022743678,0.7933552230772261,0.8349955990484785,2137899.2496368294,1.6194169401953102,1.5170189192009043e-07,0.0,0.0
19352,37318209,1672099114,3486497.261134349,8438.274285490227366719731342418725,0.4219137142745113683359865671209362,3150395.757290831,1182179.0838804466,0.7933552230772261,0.8349955990484785,2152428.75913042,1.619796820844789,1.210419687161345e-07,0.0,0.0
19353,37357457,1672184169,3530372.288879784,16040.13045882855310799893583700121,0.8020065229414276553999467918500593,3190217.8578404263,1196888.0910830032,0.7933552230772261,0.8349955990484785,2179690.3115092325,1.6196669179280472,2.272081012243279e-07,0.0,0.0
19354,37398293,1672271890,3586196.9524347726,25324.92679389566767045236996867941,1.26624633969478338352261849843397,3238284.7929743747,1214226.431516652,0.7933552230772261,0.8376417871636905,2212508.3262318424,1.6208738787177723,3.5308890658137673e-07,0.0,0.0
19355,37438872,1672358113,3645589.319233523,42635.99939554218695582667643093914,2.131799969777109347791333821546955,3289390.804880643,1233386.7574567457,0.7942057318264497,0.8376417871636905,2247420.965364992,1.6221212560600375,5.847614152614743e-07,0.0,0.0
19356,37477875,1672440312,3655172.24243345,98342.30412749772997065534958229156,4.91711520637488649853276747911458,3298500.5474350266,1236189.7616570522,0.7942057318264497,0.8376417871636905,2253125.935268304,1.6222671734494902,1.345368837210235e-06,0.0,0.0
19357,37519150,1672528713,3656423.976124706,9013.80380260142331824070137186169,0.4506901901300711659120350685930845,3302089.966730923,1234280.8267018278,0.7942057318264497,0.8376417871636905,2254096.2370492397,1.6221241648986584,1.2325975376342202e-07,0.0,0.0
19358,37560201,1672616454,3615779.3742922265,3968.358151595361067900261511607053,0.1984179075797680533950130755803525,3317170.6413275483,1238373.506575798,0.7942057318264497,0.7923808384893015,2258613.0560159194,1.600884828262828,5.4996710364410163e-08,0.0,0.0
19359,37600479,1672702587,3518630.2889660997,13564.757257321054612668440803835,0.6782378628660527306334220401917511,3364143.768429785,1256080.6447679657,0.7500678413730352,0.7923808384893015,2292018.663815444,1.535166508246821,1.9306870952385785e-07,0.0,0.0
19360,37641321,1672790035,3532334.888710458,11413.09489654523330588003293593092,0.5706547448272616652940016467965473,3377070.298130338,1261139.8603884017,0.7500678413730352,0.7923808384893015,2304673.6661459045,1.5326833211131212,1.6155171092387265e-07,0.0,0.0
19361,37679402,1672873861,3542138.9480898366,8244.066452434304573443237881760071,0.4122033226217152286721618940880035,3386503.3149786494,1264583.4782319795,0.7500678413730352,0.7923808384893015,2310975.853368201,1.5327459795511236,1.1637601214132816e-07,0.0,0.0
19362,37718534,1672958090,3669687.951085869,21102.41621749817128836344300696914,1.055120810874908564418172150348455,3415866.8031904753,1275660.775310815,0.7682244863575575,0.8196030253295898,2331141.552584919,1.5742021101278403,2.9246893148015403e-07,0.0,0.0
19363,37760072,1673047143,3671280.5535033657,2968.585718865531623167054844918155,0.1484292859432765811583527422459077,3417321.1723500234,1276240.7151136694,0.7682244863575575,0.8196030253295898,2332175.1173997894,1.574187343871752,4.042984015526574e-08,0.0,0.0
19364,37801248,1673135856,3686762.9640270676,6637.11278284042226524969991058651,0.3318556391420211132624849955293252,3437160.005904422,1276535.6540035591,0.7682244863575575,0.8196030253295898,2336689.558278261,1.5777718315066116,9.021824747803443e-08,0.0,0.0
19365,37841065,1673220960,3699037.477707131,12986.10688576463058973310063640524,0.6493053442882315294866550318202622,3449404.352262104,1280035.0395597508,0.7682244863575575,0.8196030253295898,2345267.02121858,1.5772351055297504,1.758761267242105e-07,0.0,0.0
19366,37880344,1673307297,4004629.1263915645,25778.12008041973063955370328231257,1.288906004020986531977685164115629,3513819.5953469835,1303132.2603847731,0.8159355960010806,0.8729571626796786,2393303.086291212,1.6732645143567453,3.2185424096670236e-07,0.0,0.0
19367,37921108,1673394593,4155256.5720880413,51657.60241806235520115213770665485,2.582880120903117760057606885332742,3647596.9967201003,1350641.6958401361,0.8159355960010806,0.8729571626796786,2483332.1539843814,1.6732584746753032,6.215934145325724e-07,0.0,0.0
19368,37960313,1673476412,4215754.3210503105,38632.11312129883918122719030984901,1.931605656064941959061359515492453,3701219.828535766,1369823.5897993853,0.8159355960010806,0.8729571626796786,2518898.5218291446,1.6736499245666168,4.5829457524556945e-07,0.0,0.0
19369,38002437,1673563958,3935975.7540125353,36236.72634450876407984067339368066,1.811836317225438203992033669684034,3420761.66273997,1266092.0859467643,0.8159355960010806,0.9042427171409465,2328606.8693793067,1.6902706101960763,4.6032710322932233e-07,0.0,0.0
19370,38045120,1673652444,4087784.662890684,4018.695178398937595980568160203213,0.2009347589199468797990284080101607,3438829.9273636737,1273051.7001957598,0.8539639925421075,0.9042427171409465,2341046.3868652866,1.7461356963389003,4.915492754401978e-08,0.0,0.0
19371,38086033,1673737525,4090182.96948231,15944.4384295880351031317863496231,0.7972219214794017551565893174811555,3440884.850545038,1273763.3190731953,0.8539639925421075,0.9042427171409465,2342418.754115637,1.746136536132084,1.9491093528359652e-07,0.0,0.0
19372,38126755,1673821971,4110339.0424493533,63304.80670546505451852029707198277,3.165240335273252725926014853599137,3458150.4773566676,1279748.2711868852,0.8539639925421075,0.9042427171409465,2353125.885522399,1.7467569702658934,7.702706727139595e-07,0.0,0.0
19373,38169745,1673912034,4305947.762546665,29541.06432777955921580689679760326,1.477053216388977960790344839880161,3467470.798691809,1283318.8478333787,0.8539639925421075,1.0479488846775264,2359953.056573272,1.8245904301160294,3.4306539713852593e-07,0.0,0.0
19374,38210378,1673999101,4856588.089568684,14237.58610624879747587249699890724,0.7118793053124398737936248499453622,3498172.3073720387,1294679.3905941485,1.0004739500124205,1.0479488846775264,2381046.0679350803,2.0396867389384337,1.4658012830889727e-07,0.0,0.0
19375,38249531,1674086187,4832717.526152269,35480.16418367629621629716584291505,1.774008209183814810814858292145753,3485549.1029150817,1283952.3633928096,1.0004739500124205,1.0479488846775264,2369322.3659630297,2.0397045144964783,3.67083368997449e-07,0.0,0.0
19376,38288075,1674170558,5088286.096105617,87901.59869035252247214649415854538,4.395079934517626123607324707927269,3669497.043456147,1352212.7989250156,1.0004739500124205,1.0479488846775264,2494616.0377939716,2.0397071208622823,8.637645632574451e-07,0.0,0.0
19377,38328082,1674258611,5547427.890582293,514014.2702156626390885935210601123,25.70071351078313195442967605300559,4016774.291256545,1483597.3361534777,1.0004739500124205,1.03043447965747,2731443.4324050453,2.030951043967901,4.63458497632439e-06,0.0,0.0
19378,38365417,1674340002,5460498.605334247,26877.14352579231752034062921440759,1.343857176289615876017031460720381,4025542.4181969566,1486683.752653968,0.9759103241576697,1.03043447965747,2738096.460623043,1.9942681654435697,2.461253807711785e-07,0.0,0.0
19379,38403259,1674421778,5531726.302383548,38575.45363497098867097246651416699,1.92877268174854943354862332570835,4078306.0047082324,1505836.0312538836,0.9759103241576697,1.03043447965747,2774036.020776155,1.9941075966402957,3.4867465166029505e-07,0.0,0.0
19380,38448140,1674518317,5164260.174400395,26448.39900862508841177339753836737,1.322419950431254420588669876918369,3807366.240427023,1405826.5528923578,0.9759103241576697,1.03043447965747,2589757.253020263,1.9941097446016067,2.5607152547133256e-07,0.0,0.0
19381,38487088,1674603008,5466645.333336545,136299.6392672368553620414561750057,6.814981963361842768102072808750281,3861243.226306805,1425243.602970074,1.0165622910447467,1.0815351633284658,2614951.123439055,2.0905344212120807,1.2890060383679242e-06,0.0,0.0
19382,38527190,1674690116,5657124.817565916,65428.10208236661767499988208380425,3.271405104118330883749994104190214,3995679.9763356955,1475002.6449727125,1.0165622910447467,1.0815351633284658,2717647.3521068837,2.081625790476521,5.782795192556329e-07,0.0,0.0
19383,38566587,1674776274,5643896.7062283745,18220.31119560789378711937717098685,0.9110155597803946893559688585493425,3986197.519437701,1471684.5806598163,1.0165622910447467,1.0815351633284658,2711291.220049442,2.081626888507187,1.614159599476678e-07,0.0,0.0
19384,38599786,1674851364,5667119.505077417,6920.112307487996142965554670795857,0.3460056153743998071482777335397929,4002785.528937209,1477565.1605281373,1.0165622910447467,1.0815351633284658,2722447.345576699,2.081626854706696,6.10549090349031e-08,0.0,0.0
19385,38644118,1674950332,6205771.453988334,3202.550807732587543308545341412424,0.1601275403866293771654272670706212,3988332.5487107215,1472378.0225271638,1.1188244499803384,1.1841575038221641,2712693.49129973,2.287678823240354,2.580300315180289e-08,0.0,0.0
19386,38683400,1675036092,6153312.237069282,10665.76424044557167810455511901681,0.5332882120222785839052277559508402,3954487.3401105837,1460055.0249736856,1.1188244499803384,1.1841575038221641,2689761.0852118563,2.2876798504149014,8.666685379779701e-08,0.0,0.0
19387,38720319,1675117440,6146940.5577212535,10130.08548886415918902039953255892,0.5065042744432079594510199766279457,3950472.099963614,1458467.963714529,1.1188244499803384,1.1841575038221641,2686975.1371330707,2.2876804748851796,8.239940986691035e-08,0.0,0.0
19388,38761076,1675206168,6139374.484396749,58766.97967934507275415531010030343,2.938348983967253637707765505015171,3953624.365969475,1449100.2017665633,1.1188244499803384,1.1841575038221641,2683670.9967784313,2.2876777711450695,4.786072247970998e-07,0.0,0.0
19389,38800212,1675291898,5923153.200655713,39257.78684706882555705791664929144,1.962889342353441277852895832464572,3914028.7702108417,1435073.8617500523,1.0907156664754407,1.1525962154547513,2657043.304617508,2.229227197901607,3.313926359767506e-07,0.0,0.0
19390,38838622,1675376021,5958553.637019939,70747.1066507627851296025358418757,3.537355332538139256480126792093787,3937635.2847993732,1443448.3826292702,1.0907156664754407,1.1525962154547513,2672918.1913553923,2.2292315777904355,5.936600638384591e-07,0.0,0.0
19391,38879453,1675467315,5948071.324447649,8308.82736095095622426887328499709,0.4154413680475478112134436642498546,3930502.330783061,1441103.8600269782,1.0907156664754407,1.1525962154547513,2668215.5135533256,2.229231969544492,6.98447235307593e-08,0.0,0.0
19392,38918841,1675554448,5902826.325095668,6552.872181789765972425900165839745,0.3276436090894882986212950082919872,3901349.576268465,1429436.6056132626,1.0907156664754407,1.1525962154547513,2647918.594811142,2.229232551432223,5.550622550023579e-08,0.0,0.0
19393,38958164,1675641410,6655035.964562042,15821.1927462153464758482991312343,0.791059637310767323792414956561716,3890960.956625523,1426360.0551625825,1.2326864317708566,1.3031079915987582,2641244.1076229406,2.5196595594306586,1.1886632069974846e-07,0.0,0.0
19394,38992667,1675718714,6625202.651772504,18870.42828003775389170109446425441,0.9435214140018876945850547232127208,3873604.427668634,1419884.6478316905,1.2326864317708566,1.3031079915987582,2629402.8346123886,2.51966057256843,1.424139703484328e-07,0.0,0.0
19395,39035321,1675811917,6583989.272368691,19833.77570268870302910401513233894,0.9916887851344351514552007566169466,3849501.0427591354,1411058.4692338505,1.2326864317708566,1.3031079915987582,2613045.0677420646,2.519661583203356,1.5062126381285248e-07,0.0,0.0
19396,39074917,1675898609,6519852.079722575,44955.89949687634178139658168157341,2.24779497484381708906982908407867,3816429.862861535,1393123.8099006526,1.2326864317708566,1.3031079915987582,2586993.5902368343,2.5202428426294228,3.4484061972757566e-07,0.0,0.0
19397,39113899,1675985372,6598219.180691849,148750.0409357361897695886879876774,7.437502046786809488479434399383859,3588415.7150380095,1309287.8624576116,1.3325716085200303,1.3873177406957748,2432667.573411136,2.7123390194409884,1.127222480254977e-06,0.0,0.0
19398,39152633,1676072293,6342771.972042277,87140.39239051975717507526072577571,4.357019619525987858753763036288786,3449846.2659295,1258258.8206724136,1.3325716085200303,1.3873177406957748,2338479.0489025535,2.7123492831885474,6.869267315191048e-07,0.0,0.0
19399,39188635,1676156661,6294591.154386226,14387.79635088231650596318483648437,0.7193898175441158252981592418242186,3423847.5279464903,1248502.124592284,1.3325716085200303,1.3873177406957748,2320712.6479554935,2.7123526731892675,1.1428698066320437e-07,0.0,0.0
19400,39225340,1676245076,6299776.331634216,26638.1916866615897888750555838144,1.331909584333079489443752779190719,3429752.7500157035,1246567.489184174,1.3325716085200303,1.3873177406957748,2322597.1048445334,2.712384476194334,2.1142339769934175e-07,0.0,0.0
19401,39261349,1676329286,5845597.346981772,39834.00151642747588645585696592058,1.991700075821373794322792848296029,3410895.6565777985,1238629.622764377,1.2387938962905,1.3080590008120823,2309264.537477151,2.5313675640505138,3.407181303832765e-07,0.0,0.0
19402,39293155,1676402392,5711633.322306512,39069.96794117239899183569401228197,1.953498397058619949591784700614098,3332827.9754632334,1210149.058974934,1.2387938962905,1.3080590008120823,2256341.625868918,2.531369034202416,3.420209748810949e-07,0.0,0.0
