day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyLDORewardROI,dailyCRVRewardROI
18706,12078655,1616282387,355988204.00672615,309785.3416050639391695367859155,61.9570683210127878339073571831,115044.97412864609,87983.08683188436,1698.325986,1825.400093,201651.02996114304,1765.367645656573,1.7512123675426265e-07,4.412906211108194e-18,4.7947594340371296e-18
18707,12084895,1616366079,351159210.4091102,1355132.045299067214141871421508,271.0264090598134428283742843016,114532.78610867533,87274.22735603013,1698.325986,1794.862106,200409.72370236332,1752.2064494766287,7.70799141502053e-07,3.918578749038179e-18,4.590817747597437e-18
18708,12091591,1616455389,333191552.1454137,401084.896033082592630300712609,80.2169792066165185260601425218,114447.21981816593,77344.58498995594,1698.325986,1794.862106,190263.63673463455,1751.2098363289685,2.403028437535983e-07,4.16627739827094e-18,4.6692458668696755e-18
18709,12097989,1616540718,326254614.04455024,170270.9230715287558959937193205,34.0541846143057511791987438641,114402.84872835636,78629.95866401154,1698.325986,1678.257059,191499.43640347055,1703.6844607582225,1.0135644895206317e-07,4.266017245821648e-18,5.357767920186344e-18
18710,12104388,1616625914,309077726.802698,295144.0547831987163039961406775,59.0288109566397432607992281355,112708.7837345775,75913.09993967025,1698.325986,1549.94949,187064.74467860974,1652.2500128696888,1.7985416113752246e-07,4.322668506551826e-18,4.453186457967588e-18
18711,12111154,1616715633,310519282.4220104,559501.075513795053144969303267,111.9002151027590106289938606534,112128.18189268181,77479.34892428928,1698.325986,1549.94949,188061.25859077516,1651.1602907949596,3.391407557815181e-07,4.316605089601059e-18,4.297728490588278e-18
18712,12117775,1616803091,308135547.34923553,569842.107843031470584850406955,113.968421568606294116970081391,112307.77065163745,81731.4414967887,1563.465021,1621.729336,192511.7132004291,1600.6067486835327,3.3742384901192464e-07,2.724240328918368e-18,4.4960131397655715e-18
18713,12124030,1616886588,307737304.2708308,684054.0878251815483723699655285,136.8108175650363096744739931057,112166.35029770358,81622.21408267003,1563.465021,1621.729336,192238.95398818803,1600.8061731845435,4.0562754971191284e-07,5.25278623116488e-18,5.1827478505727346e-18
18714,12130754,1616975880,326240348.80343586,1280453.767184332527591129290148,256.0907534368665055182258580296,113768.51441023548,86445.08562173422,1563.465021,1716.317995,198646.1685846592,1642.3188583393112,7.347880852044633e-07,3.758885393810557e-18,5.133315034783226e-18
18715,12137146,1617060770,343613842.646879,510747.04499429740216888106973,102.149408998859480433776213946,114294.28521419081,93077.55633210408,1563.465021,1771.842022,205801.09205454987,1669.6405214205586,2.866238836819933e-07,4.467223511410807e-18,5.825013184145743e-18
18716,12143754,1617148270,344696709.9222904,492939.754147666154105966306175,98.587950829533230821193261235,115756.48859549116,92398.46838300946,1563.465021,1771.842022,206533.570852539,1668.9621377262547,2.756496078280114e-07,6.722720446329801e-18,5.283072874957672e-18
18717,12150104,1617233037,360107466.4833133,437675.049929411206996930407073,87.5350099858822413993860814146,116020.16766604238,96781.862676195,1563.465021,1846.564921,211162.70231554064,1705.355455932764,2.3938049869736145e-07,6.554842651848708e-18,4.932064346633256e-18
18718,12156579,1617319394,380495917.8939371,556464.521270655728691795221911,111.2929042541311457383590443822,118307.32566970539,101305.24426824588,1563.465021,1930.073353,217917.4050313128,1746.0556573682732,2.9491696098896494e-07,7.534803564681319e-18,4.377400738222933e-18
18719,12163166,1617407250,377201564.2845063,617478.396473013832528102812918,123.4956792946027665056205625836,118739.76186668311,99248.09319103514,1563.465021,1930.073353,216260.16545966256,1744.202699016537,3.2976110168081044e-07,7.686695317435968e-18,4.4330638783965266e-18
18720,12169698,1617493775,403887379.1674033,794136.674944487948594692584978,158.8273349888975897189385169956,118827.09855704846,104222.08552505732,1563.465021,2092.698164,221293.62167474604,1825.1198390210754,4.144580174906566e-07,1.1335064157200722e-17,3.828675868327447e-18
18721,12176240,1617580003,410994712.21234757,435826.963614009251511857622586,87.1653927228018503023715245172,119323.48885126007,108549.40864636439,1563.465021,2067.598654,226074.96629684878,1817.957640089567,2.2264646768564167e-07,1.0158116761373893e-17,3.922847188400916e-18
18722,12182727,1617666216,487418844.6334875,5041995.9830054165451315843382375,1008.3991966010833090263168676475,122157.78673544775,117612.48608256802,1999.409397,2067.598654,237869.8603276301,2049.0987969730218,2.4480329914793665e-06,7.911795450875215e-18,3.9925192967120614e-18
18723,12189160,1617751794,495679381.4711618,626197.246435572930830843580281,125.2394492871145861661687160562,122728.831324464,117744.39414467987,1999.409397,2125.741991,238541.17932442587,2077.961477657563,3.031809993464585e-07,7.199322195517639e-18,3.735129277879082e-18
18724,12195810,1617839667,504907045.11935437,1092841.2691427284838362946377295,218.5682538285456967672589275459,134797.69553342287,119591.30945581003,1999.409397,1968.297421,252279.66898833596,2001.3782606584066,4.451304116944237e-07,6.4724790399158844e-18,3.0491330601851797e-18
18725,12202279,1617926313,507597411.9360157,329703.317405144384966202352851,65.9406634810288769932404705702,134910.46111083557,120843.61118380395,1999.409397,1968.297421,253612.43161290942,2001.4689686456913,1.3358731196111559e-07,4.395180771522652e-18,3.1212734937322705e-18
18726,12208710,1618012332,540207907.7949303,3261426.5747861042350615883642105,652.2853149572208470123176728421,135028.54079178162,130695.71896688786,1999.409397,2067.631416,263504.25692559156,2050.0917673883137,1.271839773002426e-06,5.417748903830105e-18,2.9075810716906605e-18
18727,12215277,1618098673,629194177.6778742,23743393.6012976571228443361458205,4748.6787202595314245688672291641,157361.92868338656,148175.36795672038,1999.409397,2122.911946,302936.3533950952,2076.9847217949027,8.053855454543112e-06,6.455511458054624e-18,2.7499282968988497e-18
18728,12221858,1618185455,630896218.0566617,739139.7191698228975158000188805,147.8279438339645795031600037761,157727.5252633412,148632.78831423676,1999.409397,2122.911946,303721.87079786643,2077.2169498341364,2.5007075568581267e-07,6.1030521370764166e-18,2.836527234393966e-18
18729,12228353,1618271597,727350178.2601345,33563359.7639393479064035850983915,6712.6719527878695812807170196783,174185.8348549769,174107.1491493828,1999.409397,2177.287866,345264.5732209714,2106.6458440108363,9.989088057459316e-06,4.251438989077548e-18,2.2417140689348967e-18
18730,12234835,1618357922,763157883.2094562,11991347.5514835438890089079281935,2398.2695102967087778017815856387,180009.34432183142,177094.54115171346,1999.409397,2277.006993,353961.226107305,2156.049383155039,3.4811659898280242e-06,4.461837759185619e-18,2.261007881798011e-18
18731,12241268,1618444160,815159330.8481503,493049.9313477421212434641928245,98.6099862695484242486928385649,180281.63656740516,173316.95506301973,2332.54712,2277.006993,350446.62521643506,2326.058441409472,1.4457108911024953e-07,3.529855298125157e-18,2.302396275884789e-18
18732,12247761,1618530551,813795742.3581793,435157.0865573913176771952247905,87.0314173114782635354390449581,180410.42540502033,162433.3051147706,2332.54712,2419.330961,339714.4019168724,2395.52912024411,1.316268638174507e-07,4.030983699129742e-18,2.970124466291341e-18
18733,12254130,1618616036,810596144.5582397,240864.2785058932014122612525515,48.1728557011786402824522505103,180471.3151366532,161052.08608274692,2332.54712,2419.330961,338362.9846960505,2395.6407208264623,7.314792004167904e-08,3.608727834838295e-18,3.041753029928225e-18
18734,12260546,1618701751,815819710.0722256,131922.4918093358270619404035795,26.3844983618671654123880807159,180528.19635724943,161242.10661585166,2332.54712,2448.052769,338572.6779311553,2409.5851887910244,3.105165510797927e-08,3.4825302537096184e-18,2.3637546041326327e-18
18735,12266988,1618787277,767792464.4195569,471505.625455790613707849100354,94.3011250911581227415698200708,180676.32305698833,163439.86100204778,2332.54712,2119.167413,340871.28111339954,2252.441044348735,1.1023367398102142e-07,2.600897500338722e-18,1.905647757078684e-18
18736,12273002,1618868738,767276854.2204664,496835.3643872124128206110000085,99.3670728774424825641222000017,180740.7465067445,163125.64282032466,2332.54712,2119.167413,340589.5472045346,2252.790376328528,1.1625161698270463e-07,2.4848015221743717e-18,1.7965635043247125e-18
18737,12280142,1618962321,758025261.2168212,283708.924154122202784429389044,56.7417848308244405568858778088,180584.28011063382,160896.98206342504,2332.54712,2093.289224,338183.2406242832,2241.4631186853417,6.685574488994735e-08,3.047092160835775e-18,1.8227292115901032e-18
18738,12286393,1619045559,853393030.3927202,1536601.011095959947026820208835,307.320202219191989405364041767,181248.20044183888,176710.21998485638,2332.54712,2436.888271,354515.61597410124,2407.2085740083844,3.454168831788744e-07,2.7946725091598798e-18,1.6564877948180583e-18
