day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,dailyLPFeeROIAverage,token0BalancePostion,token1BalancePostion,token0PriceUSD,token1PriceUSD,positionValueUSD,dailyLPFeeROIPosition
19218,15342594,1660519045,2233298.491849082092536001227722387,353525.4651484746599636254890172,176.7627325742373299818127445083,7.914872697016189e-05,3.3068734753923756e+16,1.5594514087499532e+16,1980.7681562511168,1936.2841382074942,95.69690703876546,2.1149668657284215e-05
19219,15348912,1660606292,2188947.763394335095201405959819258,172578.9370334962427169882112603,86.28946851674812135849410563,3.9420524308420057e-05,3.372186652435425e+16,1.4927866350681252e+16,1940.5876658748641,1899.3159994935775,93.79297364559105,1.7599389017807847e-05
19220,15355177,1660690974,2152228.566425551920766605245189482,135960.8106727058063582892512814,67.9804053363529031791446256408,3.1586052892725795e-05,3.4325092386596724e+16,1.4312831310423456e+16,1911.0912501427592,1872.2258346619094,92.39523626689953,1.6403562811446297e-05
19221,15361596,1660779131,2114365.731272900329940089698763809,1268544.4726467380164753951402712,634.2722363233690082376975701352,0.00029998227219730876,3.3873639847683316e+16,1.4774512371779528e+16,1868.9267273891312,1829.9402751596012,90.34382610025202,0.00012731788814617198
19222,15368010,1660866422,2162832.262319575030387470902601134,334643.5292736092556810563679928,167.3217646368046278405281839969,7.736233990580337e-05,3.3877952567972548e+16,1.4776393431493094e+16,1889.6812106193354,1849.8113227777483,91.35207030134548,3.246817765513439e-05
19223,15374221,1660952326,1896956.990826443088294548035921912,129655.7501480896428905012526114,64.8278750740448214452506263058,3.417466784304973e-05,3.40297258607873e+16,1.4623010113795864e+16,1657.128338152129,1622.7797624609407,80.12154794238856,1.6948556916893316e-05
19224,15380575,1661038890,1838561.253870831800430651841684264,195978.2607051418616634073431618,97.989130352570930831703671581,5.329663624003204e-05,3.4482465914171052e+16,1.4161799336617754e+16,1605.9356260265104,1574.3877545683322,77.67278394303702,3.6121876452187046e-05
19225,15386967,1661125387,1946218.859142131209863115530791155,725627.2020923001001965636910322,362.8136010461500500982818455159,0.0001864197334959922,3.3027416405934376e+16,1.5650030559665932e+16,1661.578276508722,1623.9320875383796,80.29222442610607,4.632789241842027e-05
19226,15392473,1661201458,1896847.911342296013088043061838426,245249.2737276898656945690927881,122.6246368638449328472845463939,6.464653076854757e-05,3.292858551497747e+16,1.5753441240238102e+16,1619.4364936671254,1582.436178697658,78.2545684253337,1.1708088459770234e-05
19227,15399160,1661291934,1979424.136419583480307938954325641,1652331.4072172835680466989315424,826.1657036086417840233494657715,0.0004173767958104343,3.2026163100649416e+16,1.6678269546026298e+16,1690.4121693911088,1648.9561697973377,81.63915131370537,7.769981468486898e-05
19228,15405711,1661382591,1901470.37801458368265498428541953,3202735.797734680920317479575366,1601.367898867340460158739787683,0.0008421734660623035,3.1276873566097836e+16,1.7450797832214706e+16,1707.1874046061282,1663.5163672234494,82.42517242249724,0.000181480078812872
19229,15411899,1661469172,1936419.823347132021237761606869671,1333111.1324272464984637504536038,666.5555662136232492318752268017,0.000344220585937543,3.018076146226675e+16,1.85863578767418e+16,1738.4655013996542,1689.6586303429756,83.87281260120287,8.041905509240812e-05
19230,15418334,1661558024,1725536.493165105381052815068821477,738121.5696766696773383235821168,369.0607848383348386691617910582,0.00021388176158556723,3.503815723852055e+16,1.2750078016179778e+16,1540.7147638840688,1499.339087301024,73.10049649247591,4.8222947615144495e-05
19231,15424570,1661644525,1716989.606367214731224173414300195,516384.7918270516214741123332233,258.1923959135258107370561666112,0.00015037504883900026,3.63232473885153e+16,1.1433883163799028e+16,1530.8143527689597,1493.8114557044405,72.68421409478597,3.412050260311973e-05
19232,15430800,1661730879,1617369.31318973508897454497391319,1247711.7164109788649531939895215,623.8558582054894324765969947616,0.0003857225762340801,3.9490851337822776e+16,8200068610217416.0,1460.9160886434809,1432.8684059907725,69.44243931219042,3.1384954400214326e-05
19233,15437147,1661817510,1441625.450500180793073148946265051,526708.902375759112617374825699,263.35445118787955630868741285,0.0001826788304108443,3.815500307007633e+16,9563536923470636.0,1588.053547646627,1555.3025372994125,75.46638122853317,7.84293370475191e-05
19234,15443316,1661903255,1419439.083385426134606911528079133,861143.7989538124571423555899946,430.5718994769062285711777949972,0.0003033394701588552,3.5982730992418924e+16,1.1789937288630502e+16,1571.8839438591824,1532.8402282710672,74.63276726799344,6.411960510538144e-05
19235,15449560,1661989510,1433016.496020959563217881435600856,481406.2296774457935787946278705,240.7031148387228967893973139357,0.00016796953524755682,3.608381640581545e+16,1.168941458403364e+16,1586.7127877227256,1547.1884689631306,75.34038037429275,3.574104038433449e-05
19236,15455844,1662076282,1545829.039392718554972954350209077,333611.7700507313651603579575782,166.8058850253656825801789787896,0.00010790707172307725,3.628269920512833e+16,1.1487298175458344e+16,1625.787946131197,1586.487967631427,77.21243535676072,2.3230774373729622e-05
