,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
0,12377081,1620255155,12009.40792879331559754624241637363,0,2021-05-05 22:51:44
1,12379769,1620291326,55774.05380150375687647916133947106,0,2021-05-06 08:55:28
2,12390922,1620440623,173117.4352107050235749811939064372,0,2021-05-08 02:22:56
3,12398726,1620543963,143069.2764921768023871483872080355,0,2021-05-09 07:06:40
4,12405160,1620629697,297413.1915506850917266242757310808,148610.410659190862787894089655444,2021-05-10 06:56:00
5,12416733,1620784169,278022.9106123260804373820418813552,0,2021-05-12 01:48:48
6,12430463,1620967747,12894.32623192225461455520553794145,0,2021-05-14 04:50:08
7,12608418,1623349946,3608.364632095599517259667444758386,0,2021-06-10 18:31:28
8,12851150,1626618702,69193.48683645502867980979456458119,19.2575496681783195889459402072,2021-07-18 14:32:32
9,12864916,1626803981,67245.28100649526064457579112116577,714.5585794385998689777559852408,2021-07-20 17:59:28
10,12872128,1626901918,71574.92590904184914399222703720918,1823.2328444401034607420322171818,2021-07-21 21:11:28
11,12881978,1627034128,29697.60287966005628380067479881455,1157.5283006130042356050500158778,2021-07-23 09:55:12
12,12896354,1627228786,55580.99892257376905807286673476606,27648.8175995501894529175759575861,2021-07-25 16:00:00
13,12902076,1627305866,3325.277561705811189256306159537073,0,2021-07-26 13:24:16
14,12945376,1627899474,1085.145018258921130135246219181262,2636.7794351293804641279494115264,2021-08-02 10:18:40
15,12950975,1627975490,3519.19304392130401634844569969219,2481.3738064751999297567495948205,2021-08-03 07:25:52
16,12960726,1628107877,1024.269201205120883623492809978243,2810.2283866482337919067090559722,2021-08-04 20:11:44
17,12983995,1628419917,19480.30756089085132545820355557912,5312.6561782519527698085397453749,2021-08-08 10:52:48
18,12996624,1628588435,20647.85277719881225762246505914754,789.5773303048399922693348094914,2021-08-10 09:40:16
19,13003035,1628673755,95.71641189847576764595705813530939,30677.3400630905199063350429087443,2021-08-11 09:23:12
20,13020347,1628904150,3451.683719704088310838948489473141,3353.0277992483145989924851952596,2021-08-14 01:23:12
21,13040562,1629174291,4474.072562556138954644538768341643,7379.8431730726835123481252960614,2021-08-17 04:24:32
22,13057774,1629403496,4547.678209917062405832547102429596,66820.1942512027976784707623823069,2021-08-19 20:05:20
