,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
197,18516274,1699314023,22716749.44323599488662812769386943,19643941.241997565392061831668853,2023-11-06 23:40:48
198,18523496,1699401287,23939597.35456414340309884233389891,35430174.905437612779901207399598,2023-11-07 23:55:44
199,18530662,1699487831,23411542.53763521822624439435175154,13887641.728006990760952299260773,2023-11-08 23:57:52
200,18537821,1699574339,26309525.18763076543913541668629798,59918733.555969093235873490744504,2023-11-10 00:00:00
201,18544961,1699660571,25668776.09820775582961014031743735,58420000.648343591761782029321821,2023-11-10 23:55:44
202,18552033,1699746119,25690116.5735665665101597663207148,71622935.575905168176449394894218,2023-11-11 23:42:56
203,18559230,1699833155,25666185.42884384565243918631112443,24113373.431188077785500213712156,2023-11-12 23:53:36
204,18566418,1699919999,26790947.93424859062969739782191696,53737353.715363482958679766500428,2023-11-14 00:00:00
205,18573508,1700005535,28430616.43584267097184068704868318,45008022.904698326067448929893321,2023-11-14 23:45:04
206,18580719,1700092715,29608715.38504182169688399727829648,52101427.71445867958776062204409,2023-11-15 23:57:52
207,18587815,1700178395,29794328.02451815297444134616458429,40846628.728471448886938882685991,2023-11-16 23:47:12
208,18594879,1700263763,29069825.36464627333212798641571072,58315747.889364346421725604871098,2023-11-17 23:30:08
209,18602058,1700350955,29488484.46606920706342163417511688,16291727.111557682160469625823049,2023-11-18 23:42:56
210,18609274,1700438291,37203997.31190158499805122189750804,20156934.089494789600321356556098,2023-11-19 23:57:52
211,18616414,1700524607,30253939.50704540841383611975400115,13197447.027906637322807406106335,2023-11-20 23:55:44
212,18623571,1700611175,29019600.81417360298356356152159497,39168048.141865755992247380534667,2023-11-22 00:00:00
213,18630696,1700697371,34830380.70495419025394120848424482,50645898.1462011462956925371698,2023-11-22 23:55:44
214,18637846,1700783831,35508287.4876553524690444449425219,47284796.325709857856623479609066,2023-11-23 23:57:52
215,18644962,1700870015,42790631.62763202219185520986577519,25352213.551236267585447202918814,2023-11-24 23:53:36
216,18652078,1700956055,43479223.6214580998779296375885835,28469737.056124687140867060380184,2023-11-25 23:47:12
217,18659039,1701040343,36132147.59422300308331956136097876,16452598.840900653683594075616846,2023-11-26 23:13:04
218,18666408,1701129575,35401040.9448156982483418554934298,42038631.312846534553556324618172,2023-11-28 00:00:00
219,18673517,1701215543,34269971.71114760456866274036934021,28783271.892984949745297962400101,2023-11-28 23:51:28
220,18680585,1701300959,35659455.58538169808305902069230375,15381073.563335100718142487697369,2023-11-29 23:36:32
221,18687797,1701388163,34166112.29156113438258929097486583,18406156.084477951614689007929438,2023-11-30 23:49:20
222,18694990,1701475067,34916472.24339613711161934366744037,39096941.771683924094807108129744,2023-12-01 23:57:52
223,18702149,1701561491,29910074.05202897093409833195601193,27283177.959700215889671261709496,2023-12-02 23:57:52
224,18709281,1701647915,37449215.69552252924315785660935341,23809400.734825939875677503785679,2023-12-03 23:57:52
225,18716389,1701733811,37797759.82822989297202735465674544,56998332.52680127296456905488228,2023-12-04 23:49:20
226,18723482,1701819647,38787774.9749484072927051807348064,71113758.627452838561630154387829,2023-12-05 23:40:48
227,18730695,1701907127,37758011.50120613613828289942650812,54675605.84735241489112956411603,2023-12-06 23:57:52
228,18737812,1701993383,48043977.08093198182921043290262634,51058317.646184469890613331633171,2023-12-07 23:55:44
229,18744945,1702079795,33094914.67573125571994277898151837,67354005.738342329965689926937573,2023-12-08 23:55:44
230,18752077,1702166159,33116788.47502749500205225293937202,46688470.0367053277028679079653,2023-12-09 23:55:44
