,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
323,16308138,1672530587,1936064.093462722336058354796301751,565252.3192258283244614323775696,2022-12-31 23:49:20
324,16315250,1672616255,1920185.396366106040847164492767018,1397600.4224978382585898817468875,2023-01-01 23:36:32
325,16322513,1672703771,1943273.142429842925183604575907823,792344.8960910913908328233967353,2023-01-02 23:55:44
326,16329362,1672786343,1929320.613416893088967498444010398,1286460.4269874148431018263902823,2023-01-03 22:51:44
327,16336840,1672876439,2002853.563028783680829422100266415,857510.702218953262333889329389,2023-01-04 23:53:36
328,16343946,1672962275,1741075.28362577783644370534563684,817577.3155165286399590555681695,2023-01-05 23:45:04
329,16351135,1673049023,2051418.047384120143048082825123358,978075.2120400343812638373167062,2023-01-06 23:49:20
330,16358217,1673134451,2043795.382827947202453290043337983,253194.5190052778957587410818825,2023-01-07 23:34:24
331,16365511,1673222399,2173523.811485290563665681602853287,3646038.5456397025117227669211449,2023-01-09 00:00:00
332,16372500,1673306663,2846450.994047038515503748914620232,1292062.8676684694185994900835154,2023-01-09 23:23:44
333,16379762,1673394203,3752452.309363448482480508495625852,6544334.7313302735918515039954908,2023-01-10 23:42:56
334,16386931,1673480783,3903558.263428356903806548685360588,1243338.1970803781450409372312101,2023-01-11 23:47:12
335,16394099,1673567315,3929097.688935732085402666549368548,2383531.9009072320756049912507714,2023-01-12 23:49:20
336,16401203,1673653031,4019614.541880217543420697327999185,813505.7299295401464357941171371,2023-01-13 23:36:32
337,16408274,1673738243,4303794.278384308992804745633074905,1206626.0765462659297851246753431,2023-01-14 23:17:20
338,16415544,1673826119,4433285.997901243832723234819070474,6869708.1457951505913676479513417,2023-01-15 23:42:56
339,16422750,1673913083,4514185.140103583204835727370767182,1591864.7630119151552141261021633,2023-01-16 23:51:28
340,16429889,1673999099,4519914.245161700565289693337306179,2982725.7085377653594182695164717,2023-01-17 23:45:04
341,16437102,1674086063,5380085.97492014597585012093872803,18147836.7093056825339247993394326,2023-01-18 23:53:36
342,16444235,1674172151,5756021.749872565960294264082884447,4111920.9516430856416883248785962,2023-01-19 23:49:20
343,16451423,1674258791,6799610.407587126454264184253824271,7443284.4103781536662442115290572,2023-01-20 23:53:36
344,16458618,1674345575,7716742.322698960432200479560497496,3498908.4213972006499760564450607,2023-01-22 00:00:00
345,16465704,1674431087,7923270.263869174000914096345904503,2664021.5071657638854919612701472,2023-01-22 23:45:04
346,16472932,1674518243,7316553.453266785958871392246287325,2097771.6498286142903826266909346,2023-01-23 23:57:52
347,16480084,1674604475,6959735.979519494131647476537417551,3866471.8699450031140354985150351,2023-01-24 23:53:36
348,16487192,1674690251,7267163.094463771232313694448270163,1279435.4794051402196612317883016,2023-01-25 23:45:04
349,16494377,1674776903,7243086.388205319497548598097995988,2104376.625426089192614286935918,2023-01-26 23:49:20
350,16501535,1674863363,7193740.538415207678919401814478905,1402954.6102582259655453657528773,2023-01-27 23:49:20
351,16508696,1674949667,7067512.876562116774205931933612643,1538440.1892868759722169125547723,2023-01-28 23:47:12
352,16515906,1675036679,7389529.462105851525645118408555516,1593837.4485234705196829084097293,2023-01-29 23:57:52
353,16522887,1675120835,7011037.977044778770622999893256486,1110853.9862298817536670060996515,2023-01-30 23:21:36
354,16530071,1675207487,7215920.043236607974438713880408373,1090110.8129677189774723598602974,2023-01-31 23:23:44
355,16537352,1675295351,7382757.594353562004198638744023121,1313419.8787040715678808989564769,2023-02-01 23:49:20
356,16544516,1675382027,7346798.547002689822250651256934323,2525754.6892189617743091026242275,2023-02-02 23:53:36
357,16551665,1675468379,7608283.493670229975644037545959125,5946185.2561861855265305990152781,2023-02-03 23:53:36
358,16558850,1675555127,7469410.904468687985546064864257433,1722790.9530443999166727764163475,2023-02-04 23:57:52
359,16566006,1675641407,7327584.18957433917760099423500989,1239877.9215607981354869718526258,2023-02-05 23:55:44
360,16573153,1675727567,6991211.986856449457923608263663922,1691726.5763434708152920147477927,2023-02-06 23:53:36
361,16580281,1675813727,7183725.280162422320690322196535716,1265202.1383083743297518856471792,2023-02-07 23:49:20
362,16587467,1675900691,7038598.271772125607717040567293575,1101097.754229861745230916048201,2023-02-08 23:57:52
363,16594594,1675986755,6603663.764165429154523091908747236,3019053.6895654128715978510208734,2023-02-09 23:53:36
364,16601764,1676073179,6206821.069178477580192986148660649,6573545.0613238696477244029355053,2023-02-10 23:53:36
365,16608841,1676158571,6325039.890829114190841316229201344,1779587.4139969095420216961362743,2023-02-11 23:36:32
366,16616101,1676246231,6556068.271508084373484282062153467,4165490.3106908583809321869264346,2023-02-12 23:57:52
367,16622837,1676327531,6430726.783569697502772407315770221,3687409.5957054449253081734147668,2023-02-13 22:32:32
368,16630118,1676415539,6722861.987450256999151737767305806,1743242.2850995736614036935281751,2023-02-14 22:58:08
369,16637468,1676504327,7158383.701124170870394674217553402,974649.2039056581268083489101708,2023-02-15 23:38:40
370,16644729,1676591963,5889171.116093346662558131170263448,1499036.2868417627141152546100951,2023-02-17 00:00:00
