timestamp,day,blockNumber,totalValueLockedUSD,dailyLDORewardAmount,dailyLDORewardUSD,dailyLDORewardROI,dailyCRVRewardAmount,dailyCRVRewardUSD,dailyCRVRewardROI
1641340452,18996,13942097,4407874753.028453721095604538904513,1.1833333333333333e+23,395932.92,8.982399505066975e-05,8.62131694754799e+20,5335.6166710586585,1.2104737475566415e-06
1641426497,18997,13948530,4415528137.237323132876240979785464,1.1833333333333333e+23,387408.18666666665,8.773767817252717e-05,8.62131694754799e+20,4406.467169012096,9.979479310416316e-07
1641513570,18998,13954972,4405100163.774764213553616534609962,1.1833333333333333e+23,351777.9016666667,7.985695865885272e-05,8.573977130811416e+20,4609.56302000966,1.0464150299955246e-06
1641599734,18999,13961370,3717251358.543133932758717635566528,1.1833333333333333e+23,309694.19,8.33126845964421e-05,8.573977130811416e+20,4321.353065746,1.1625130099998472e-06
1641686047,19000,13967900,3727390851.254441140502410975436016,1.1833333333333333e+23,294515.81,7.901393273551703e-05,8.573977130811416e+20,4011.361779979226,1.0761849079039338e-06
1641772678,19001,13974410,3889569778.766959553469781502786484,1.1833333333333333e+23,395781.80833333335,0.0001017546491886825,8.573977130811416e+20,4084.040811923975,1.0499980831347022e-06
1641857976,19002,13980762,3940385274.984662968609422892509636,1e+23,277194.3,7.034700432969182e-05,8.573977130811416e+20,3664.58213053728,9.300060463127032e-07
1641943714,19003,13987215,3943078374.110788501698688055435292,1e+23,291523.3,7.393292051054958e-05,8.573977130811416e+20,3972.9640807966002,1.0075792829485798e-06
1642031578,19004,13993798,3927093701.327692815006005429523984,1e+23,284060.1,7.233341539672543e-05,8.573977130811416e+20,4206.881897072537,1.0712456124105853e-06
1642117589,19005,14000207,4234691005.870208764966596949305123,1e+23,268281.8,6.335333549203536e-05,7.972950281392458e+20,4018.5256035323987,9.489536776028859e-07
1642203968,19006,14006656,4234164520.032012630042177101008181,1e+23,256446.5,6.0566021652380466e-05,7.972950281392458e+20,4286.604097318798,1.012384870034854e-06
1642289230,19007,14013046,4207449426.688259121905713284078128,1e+23,235038.2,5.586239456834108e-05,7.972950281392458e+20,4309.180303335589,1.0241787520967075e-06
1642377303,19008,14019668,4211166935.608873834566055990653726,1e+23,246914.7,5.863332035406469e-05,7.972950281392458e+20,4060.111714905114,9.641298426271197e-07
1642461059,19009,14025958,4222382543.195170056304983046309719,1e+23,219336.3,5.1946098619956724e-05,7.972950281392458e+20,3776.6318730601483,8.944314813792992e-07
1642549461,19010,14032572,4225143737.489154332356272424260397,1e+23,224716.5,5.3185527868820066e-05,7.972950281392458e+20,3673.9155572899413,8.695362301385781e-07
1642636695,19011,14039092,3807124639.079190991938760168564075,1e+23,214368.4,5.630716625338752e-05,7.972950281392458e+20,3384.521380926239,8.889967368509467e-07
1642723126,19012,14045582,3695245715.612994504361658171245985,1e+23,230419.5,6.235566393499663e-05,7.956363247667561e+20,3244.2906560505485,8.779634443097816e-07
1642809534,19013,14051979,3669343966.237136763704814366404265,1e+23,183551.8,5.002305635255828e-05,7.956363247667561e+20,2627.1823923802563,7.159814987512323e-07
1642895923,19014,14058534,3595245021.71481422442357818971009,1e+23,163781.7,4.555508706938742e-05,7.956363247667561e+20,2256.893246833808,6.277439321110147e-07
1642980378,19015,14064850,3569634437.13071148775399118576491,1e+23,167767.4,4.69984820448035e-05,7.956363247667561e+20,2303.1053958489106,6.451936287627696e-07
1643068608,19016,14071436,3509455065.52671924422443762528848,1e+23,161622.0,4.605330371304892e-05,7.956363247667561e+20,2232.2364771292864,6.360635584300492e-07
1643153909,19017,14077803,2796669926.231152878836950146112896,1e+23,171012.3,6.114854613195612e-05,7.956363247667561e+20,2399.4720718683357,8.579747110528382e-07
1643238693,19018,14084104,2800106977.093934131144081716911392,1e+23,166648.0,5.95148690258092e-05,7.956363247667561e+20,2337.1053229151685,8.34648583798292e-07
